sales_id,date_id,product_id,distributor_id,region_id,promotion_id,segment_id,warehouse_id,quantity,revenue
10076,20260523,102,201,303,401,501,601,98,284200.0
10077,20260621,116,202,304,404,502,601,141,1674375.0
10078,20250421,112,202,303,403,502,601,220,1589500.0
10079,20260319,106,204,303,401,501,601,217,1085000.0
10080,20260518,108,203,301,404,501,603,267,2916975.0
10081,20250316,115,203,301,401,503,603,222,1332000.0
10082,20260127,108,203,301,404,503,601,271,2960675.0
10083,20250101,109,201,303,401,502,602,286,3289000.0
10084,20250110,109,202,301,404,501,601,488,5331400.0
10085,20260223,106,204,305,404,501,603,189,897750.0
10086,20250517,103,201,305,404,501,603,303,949905.0
10087,20251018,103,203,304,403,502,603,262,734910.0
10088,20250330,110,201,304,404,503,602,449,4692050.0
10089,20250525,116,201,303,404,503,601,92,1092500.0
10090,20260126,111,203,301,404,502,603,332,2680900.0
10091,20260215,112,201,303,404,503,601,350,2826250.0
10092,20250608,106,201,303,403,502,601,327,1389750.0
10093,20260215,110,203,303,401,501,601,112,1232000.0
10094,20250514,107,201,305,401,503,602,133,665000.0
10095,20260405,102,204,304,401,503,603,153,443700.0
10096,20260113,101,201,301,404,503,601,187,550715.0
10097,20260224,102,204,305,403,503,601,155,382075.0
10098,20251105,105,203,301,402,502,602,179,805500.0
10099,20250729,108,204,303,401,503,601,200,2300000.0
10100,20250125,108,201,305,402,503,602,175,1811250.0
10101,20260421,109,201,301,402,502,601,100,1035000.0
10102,20251114,103,201,301,402,503,601,177,525690.0
10103,20250713,108,201,303,404,501,601,400,4370000.0
10104,20250224,116,201,301,404,502,601,298,3538750.0
10105,20251215,107,202,301,401,502,602,88,440000.0
10106,20250827,109,203,303,404,503,603,374,4085950.0
10107,20260328,116,201,302,402,501,602,237,2666250.0
10108,20250531,115,201,305,404,503,603,100,570000.0
10109,20260121,106,201,305,402,503,601,302,1359000.0
10110,20250222,104,204,304,401,503,601,159,492900.0
10111,20250425,108,203,304,402,501,602,213,2204550.0
10112,20260509,119,202,301,401,501,603,165,412500.0
10113,20250203,109,203,305,401,501,601,71,816500.0
10114,20251014,115,202,303,404,501,603,65,370500.0
10115,20250510,103,203,301,404,501,601,122,382470.0
10116,20251023,108,204,304,404,503,601,74,808450.0
10117,20250528,103,203,305,404,501,602,237,742995.0
10118,20260326,102,201,304,402,503,601,263,686430.0
10119,20250817,101,204,301,401,501,603,105,325500.0
10120,20250117,116,201,301,403,503,603,250,2656250.0
10121,20260109,110,204,305,404,503,601,358,3741100.0
10122,20260622,101,203,305,401,503,603,185,573500.0
10123,20260513,107,203,304,401,502,602,132,660000.0
10124,20250930,110,201,303,402,503,602,12,118800.0
10125,20250208,105,202,304,402,503,603,84,378000.0
10126,20260302,115,201,303,404,501,601,314,1789800.0
10127,20250208,101,201,301,401,502,602,136,421600.0
10128,20250827,107,201,302,403,503,601,32,136000.0
10129,20251120,111,202,301,404,501,601,220,1776500.0
10130,20251210,102,204,304,401,503,603,169,490100.0
10131,20250303,109,201,305,401,503,602,224,2576000.0
10132,20250831,108,201,301,401,501,603,110,1265000.0
10133,20250216,103,202,303,403,501,602,184,516120.0
10134,20250303,120,203,303,404,503,601,25,59375.0
10135,20250714,117,203,305,404,503,601,162,615600.0
10136,20250504,106,201,304,402,501,601,153,688500.0
10137,20250424,108,201,303,404,501,603,272,2971600.0
10138,20251016,115,203,304,404,503,603,300,1710000.0
10139,20250619,102,203,301,404,503,601,335,922925.0
10140,20250131,115,201,302,404,501,603,252,1436400.0
10141,20251022,103,201,302,403,501,601,315,883575.0
10142,20260324,109,203,301,404,502,603,370,4042250.0
10143,20250810,112,203,301,404,503,601,105,847875.0
10144,20260608,101,202,302,404,501,603,194,571330.0
10145,20260116,106,201,305,402,503,601,233,1048500.0
10146,20260622,103,201,305,401,503,602,106,349800.0
10147,20250510,113,201,301,404,503,601,337,1760825.0
10148,20250121,116,203,305,404,502,601,366,4346250.0
10149,20250611,103,201,304,402,503,601,116,344520.0
10150,20250301,103,203,304,404,503,603,155,485925.0
10151,20260620,116,202,304,402,501,601,229,2576250.0
10152,20250824,104,202,301,401,503,601,33,102300.0
10153,20250305,108,201,301,402,502,602,376,3891600.0
10154,20250111,110,203,304,401,502,601,149,1639000.0
10155,20250327,103,201,304,404,501,602,134,420090.0
10156,20250426,106,201,305,401,503,603,158,790000.0
10157,20251113,111,201,305,401,502,603,128,1088000.0
10158,20250921,116,202,304,404,502,603,465,5521875.0
10159,20250122,108,202,303,404,501,601,367,4009475.0
10160,20250328,110,201,303,402,502,603,183,1811700.0
10161,20251015,108,202,304,401,503,603,233,2679500.0
10162,20250204,103,201,301,404,501,603,363,1138005.0
10163,20260531,112,203,303,403,502,602,175,1264375.0
10164,20250907,111,201,305,404,502,601,330,2664750.0
10165,20250925,106,201,305,401,503,601,164,820000.0
10166,20260423,103,201,305,401,503,601,193,636900.0
10167,20250114,108,201,303,401,502,603,120,1380000.0
10168,20250307,115,201,303,403,502,601,238,1213800.0
10169,20250927,105,201,304,401,502,602,126,630000.0
10170,20260528,104,201,302,404,502,602,320,942400.0
10171,20250605,115,202,303,401,503,601,227,1362000.0
10172,20251020,116,201,301,402,503,601,147,1653750.0
10173,20260505,107,201,304,401,501,603,150,750000.0
10174,20250208,108,202,303,404,501,601,360,3933000.0
10175,20260110,103,201,304,401,501,603,66,217800.0
10176,20250624,110,203,305,404,502,602,270,2821500.0
10177,20251211,110,203,301,404,502,603,355,3709750.0
10178,20250808,103,202,302,404,503,603,223,699105.0
10179,20251120,110,203,305,402,503,603,154,1524600.0
10180,20251006,107,203,301,403,501,601,84,357000.0
10181,20260418,109,202,302,401,503,601,18,207000.0
10182,20250103,109,204,305,404,503,601,258,2818650.0
10183,20251027,108,201,303,404,503,602,131,1431175.0
10184,20250121,103,201,303,404,501,603,174,545490.0
10185,20260108,104,201,305,403,501,602,174,458490.0
10186,20250102,104,201,301,401,503,601,297,920700.0
10187,20251108,113,201,305,402,501,603,220,1089000.0
10188,20250621,101,202,305,404,503,603,179,527155.0
10189,20250110,103,201,305,404,503,601,183,573705.0
10190,20250219,111,203,304,404,503,601,135,1090125.0
10191,20260428,115,201,303,401,501,601,129,774000.0
10192,20260331,109,201,302,403,502,603,237,2316675.0
10193,20260109,108,203,301,402,503,602,130,1345500.0
10194,20250412,109,201,301,401,503,601,61,701500.0
10195,20260301,110,201,305,404,501,602,178,1860100.0
10196,20250818,109,203,301,402,501,601,65,672750.0
10197,20251220,108,201,303,401,503,602,43,494500.0
10198,20251030,103,202,301,402,503,601,298,885060.0
10199,20250825,102,204,301,404,503,601,310,854050.0
10200,20251013,108,202,301,404,501,603,320,3496000.0
10201,20260426,103,201,302,402,501,602,286,849420.0
10202,20250629,104,204,305,401,503,602,10,31000.0
10203,20250112,116,201,305,402,503,603,309,3476250.0
10204,20250514,102,201,305,402,501,601,264,689040.0
10205,20250910,115,204,303,404,503,601,262,1493400.0
10206,20260428,107,201,302,401,501,601,154,770000.0
10207,20250508,107,201,303,402,501,602,247,1111500.0
10208,20250212,110,203,301,401,503,601,161,1771000.0
10209,20260402,107,201,301,404,501,601,216,1026000.0
10210,20260204,101,202,305,404,503,601,299,880555.0
10211,20250819,111,203,302,404,502,602,478,3859850.0
10212,20260610,103,201,305,401,501,601,180,594000.0
10213,20260416,102,202,301,401,501,603,259,751100.0
10214,20251204,101,201,302,401,503,601,95,294500.0
10215,20260525,103,201,304,402,502,601,158,469260.0
10216,20260226,106,204,301,401,503,603,176,880000.0
10217,20250820,108,202,304,404,503,602,233,2545525.0
10218,20250622,103,203,303,404,501,601,213,667755.0
10219,20260212,102,201,303,402,502,603,216,563760.0
10220,20260312,113,203,301,401,501,603,87,478500.0
10221,20260103,117,201,304,404,502,601,337,1280600.0
10222,20260117,104,201,305,402,503,601,193,538470.0
10223,20260109,108,204,303,404,501,601,143,1562275.0
10224,20250930,116,201,302,402,502,602,180,2025000.0
10225,20250423,110,201,305,404,503,603,222,2319900.0
10226,20260614,110,201,305,404,503,601,235,2455750.0
10227,20250823,104,202,304,401,503,601,120,372000.0
10228,20260408,108,203,304,403,503,602,250,2443750.0
10229,20260217,102,202,305,402,501,602,41,107010.0
10230,20250509,112,203,301,401,503,603,237,2014500.0
10231,20251029,110,201,302,404,503,601,164,1713800.0
10232,20251110,101,203,301,404,502,601,204,600780.0
10233,20250730,120,201,302,404,503,602,167,396625.0
10234,20260414,101,201,301,401,501,601,228,706800.0
10235,20250809,110,201,303,403,503,602,176,1645600.0
10236,20250611,109,202,301,402,503,601,296,3063600.0
10237,20251110,111,203,303,402,501,601,276,2111400.0
10238,20250702,104,201,301,404,503,603,162,477090.0
10239,20250717,110,203,301,402,503,601,151,1494900.0
10240,20250517,116,201,303,404,501,603,418,4963750.0
10241,20260302,115,201,302,402,502,601,350,1890000.0
10242,20250918,111,202,301,404,503,603,203,1639225.0
10243,20260212,101,201,301,401,503,601,122,378200.0
10244,20260204,112,201,304,401,502,601,158,1343000.0
10245,20260603,102,201,304,403,501,603,98,241570.0
10246,20260302,115,203,303,402,503,601,124,669600.0
10247,20251101,108,204,303,402,501,601,254,2628900.0
10248,20260505,102,203,303,404,501,601,393,1082715.0
10249,20250626,109,201,303,402,501,603,218,2256300.0
10250,20250422,103,201,305,402,503,601,172,510840.0
10251,20250831,113,201,301,401,501,603,167,918500.0
10252,20250802,101,201,304,401,501,603,276,855600.0
10253,20260323,109,201,302,401,502,603,180,2070000.0
10254,20260312,108,201,301,402,501,601,176,1821600.0
10255,20251024,109,202,304,402,503,602,134,1386900.0
10256,20260413,109,201,303,402,503,601,428,4429800.0
10257,20260604,116,203,301,402,503,601,216,2430000.0
10258,20260608,112,201,305,402,501,603,235,1797750.0
10259,20250511,108,203,305,401,503,601,88,1012000.0
10260,20260422,104,204,301,404,503,603,117,344565.0
10261,20250814,114,203,303,401,501,601,236,1062000.0
10262,20260221,104,201,302,402,503,603,63,175770.0
10263,20251016,102,203,302,404,501,601,374,1030370.0
10264,20250720,110,204,301,401,501,603,102,1122000.0
10265,20260617,101,201,304,404,503,603,128,376960.0
10266,20250726,104,204,304,403,501,601,299,787865.0
10267,20260522,107,201,304,404,501,603,237,1125750.0
10268,20250324,118,203,304,404,503,602,454,1293900.0
10269,20260523,110,201,301,401,501,601,225,2475000.0
10270,20250922,101,201,302,403,501,601,285,750975.0
10271,20250507,110,202,305,401,502,601,286,3146000.0
10272,20260509,115,202,301,404,503,601,347,1977900.0
10273,20260425,109,202,302,402,502,603,245,2535750.0
10274,20250126,103,201,305,402,503,602,126,374220.0
10275,20260210,113,204,301,401,502,603,181,995500.0
10276,20250328,107,203,301,401,503,603,135,675000.0
10277,20260317,105,201,301,404,501,601,90,427500.0
10278,20250218,101,201,301,401,501,603,188,582800.0
10279,20251229,101,201,305,401,503,602,368,1140800.0
10280,20250702,115,201,304,404,501,601,112,638400.0
10281,20251128,116,203,301,404,501,603,64,760000.0
10282,20250907,111,203,301,404,503,601,212,1711900.0
10283,20251120,106,201,302,401,502,603,196,980000.0
10284,20251128,102,201,305,404,503,601,240,661200.0
10285,20250729,102,201,301,401,503,603,151,437900.0
10286,20260122,108,201,301,402,501,601,150,1552500.0
10287,20250801,114,201,303,404,501,601,259,1107225.0
10288,20250417,107,203,301,402,503,601,247,1111500.0
10289,20250605,109,203,301,404,501,601,298,3255650.0
10290,20250428,111,203,302,401,502,601,125,1062500.0
10291,20250528,105,202,302,401,502,603,212,1060000.0
10292,20260130,105,203,303,402,501,603,370,1665000.0
10293,20260310,108,201,303,404,502,601,203,2217775.0
10294,20251229,106,201,301,404,502,601,240,1140000.0
10295,20250328,108,204,303,401,503,601,168,1932000.0
10296,20250419,118,203,305,402,502,601,259,699300.0
10297,20251220,104,201,301,402,501,603,155,432450.0
10298,20251225,109,201,303,404,501,603,313,3419525.0
10299,20250409,115,202,303,404,501,601,184,1048800.0
10300,20251011,115,203,305,401,503,602,102,612000.0
10301,20250903,102,203,301,404,501,603,40,110200.0
10302,20260608,117,204,303,401,503,601,143,572000.0
10303,20260221,109,201,303,404,502,603,57,622725.0
10304,20250323,108,202,303,404,502,603,111,1212675.0
10305,20250527,105,201,301,404,501,603,346,1643500.0
10306,20250424,108,203,304,404,501,601,364,3976700.0
10307,20251013,117,201,305,404,503,601,196,744800.0
10308,20250306,105,202,301,401,503,603,164,820000.0
10309,20250713,102,201,304,401,503,601,161,466900.0
10310,20250316,106,201,305,404,501,603,60,285000.0
10311,20260110,115,201,303,401,503,603,167,1002000.0
10312,20260523,115,201,301,401,501,601,242,1452000.0
10313,20250821,103,201,301,402,503,601,225,668250.0
10314,20250702,108,201,303,404,501,603,330,3605250.0
10315,20250222,114,202,303,401,503,601,72,324000.0
10316,20251017,102,202,301,404,501,601,187,515185.0
10317,20250406,109,203,303,402,501,603,201,2080350.0
10318,20250606,116,203,301,403,503,602,30,318750.0
10319,20260225,102,201,303,404,503,603,131,360905.0
10320,20250624,103,203,304,404,503,603,144,451440.0
10321,20260617,108,202,305,401,502,601,234,2691000.0
10322,20251221,108,201,302,402,501,603,311,3218850.0
10323,20250131,111,201,305,404,503,603,217,1752275.0
10324,20250622,101,201,305,401,503,603,161,499100.0
10325,20260314,109,201,301,404,503,603,216,2359800.0
10326,20250213,102,203,301,404,503,603,164,451820.0
10327,20250701,104,203,305,401,502,603,245,759500.0
10328,20250429,113,203,303,404,501,601,317,1656325.0
10329,20260225,104,201,301,404,502,601,309,910005.0
10330,20250112,101,201,303,404,503,601,267,786315.0
10331,20260519,108,201,302,401,501,601,169,1943500.0
10332,20260216,108,201,304,403,503,601,391,3822025.0
10333,20251127,117,201,302,401,501,601,184,736000.0
10334,20250126,115,201,301,404,502,603,293,1670100.0
10335,20250218,116,201,304,403,501,603,107,1136875.0
10336,20250105,108,201,301,402,501,603,241,2494350.0
10337,20260329,110,204,304,403,501,601,186,1739100.0
10338,20250103,103,201,301,401,503,603,185,610500.0
10339,20260507,117,201,305,404,503,603,287,1090600.0
10340,20251128,104,201,303,401,503,603,193,598300.0
10341,20250505,116,204,303,404,503,601,191,2268125.0
10342,20250108,113,201,301,402,503,603,250,1237500.0
10343,20250213,101,201,302,404,501,602,291,856995.0
10344,20250619,105,203,304,401,502,601,317,1585000.0
10345,20250110,116,201,305,404,502,602,225,2671875.0
10346,20251123,106,201,304,404,503,602,369,1752750.0
10347,20250426,106,202,302,404,503,603,190,902500.0
10348,20260208,102,202,301,401,501,601,117,339300.0
10349,20250913,108,202,303,404,501,601,318,3474150.0
10350,20251030,116,203,302,404,503,603,108,1282500.0
10351,20260103,105,203,301,401,501,603,167,835000.0
10352,20260225,108,201,305,401,503,603,234,2691000.0
10353,20251017,115,202,301,402,501,601,156,842400.0
10354,20260524,107,202,301,404,501,601,147,698250.0
10355,20251208,111,204,301,404,503,603,175,1413125.0
10356,20251209,109,203,305,401,501,601,39,448500.0
10357,20250122,106,202,304,401,502,603,112,560000.0
10358,20260319,104,202,301,404,502,601,264,777480.0
10359,20250412,113,203,301,404,502,601,299,1562275.0
10360,20250406,102,203,301,401,503,601,120,348000.0
10361,20251206,118,203,304,404,503,603,204,581400.0
10362,20250306,105,201,303,402,503,601,164,738000.0
10363,20250319,111,204,302,401,503,603,173,1470500.0
10364,20250617,101,202,304,404,501,603,34,100130.0
10365,20260403,114,203,303,402,503,602,298,1206900.0
10366,20260603,105,204,305,404,503,601,210,997500.0
10367,20250112,104,201,302,404,501,603,207,609615.0
10368,20250310,101,203,301,402,503,601,185,516150.0
10369,20260328,119,203,304,401,503,603,106,265000.0
10370,20260422,102,201,301,402,503,601,80,208800.0
10371,20260602,109,204,303,401,503,601,156,1794000.0
10372,20250723,101,202,303,404,503,602,168,494760.0
10373,20260315,101,201,305,401,501,602,184,570400.0
10374,20260428,110,201,301,404,501,603,331,3458950.0
10375,20260319,104,202,305,404,501,601,403,1186835.0
10376,20250320,103,204,301,404,503,601,264,827640.0
10377,20251028,109,201,303,404,502,603,199,2174075.0
10378,20250919,118,201,301,402,501,603,188,507600.0
10379,20250928,114,202,302,404,501,602,332,1419300.0
10380,20250210,104,203,301,401,503,603,94,291400.0
10381,20251023,106,201,301,403,503,601,121,514250.0
10382,20260518,115,203,305,404,502,601,391,2228700.0
10383,20260509,106,204,303,403,501,601,261,1109250.0
10384,20250706,108,202,301,404,502,601,303,3310275.0
10385,20250402,107,202,304,403,501,602,216,918000.0
10386,20250515,101,201,305,401,503,601,49,151900.0
10387,20250207,102,202,304,404,503,603,331,911905.0
10388,20251030,110,201,301,402,501,602,10,99000.0
10389,20251115,101,203,305,401,503,603,192,595200.0
10390,20250626,108,204,305,401,502,602,37,425500.0
10391,20250918,110,203,305,404,502,602,251,2622950.0
10392,20251012,108,201,304,402,502,601,255,2639250.0
10393,20260430,111,202,301,401,501,601,182,1547000.0
10394,20260514,104,201,301,401,502,602,39,120900.0
10395,20260117,117,202,303,402,502,602,149,536400.0
10396,20251126,107,203,301,402,502,602,196,882000.0
10397,20251113,105,201,304,401,502,603,304,1520000.0
10398,20250107,113,204,304,404,503,603,343,1792175.0
10399,20260220,111,203,304,404,503,601,227,1833025.0
10400,20251202,103,201,301,403,502,603,162,454410.0
10401,20250519,101,201,305,404,501,601,10,29450.0
10402,20260618,108,201,304,404,502,603,328,3583400.0
10403,20251201,104,204,301,402,501,603,10,27900.0
10404,20250209,101,201,303,404,503,603,229,674405.0
10405,20251214,110,201,301,401,503,601,318,3498000.0
10406,20251110,113,203,305,403,501,603,326,1524050.0
10407,20250402,103,203,304,404,503,602,319,1000065.0
10408,20260505,109,202,301,402,503,601,143,1480050.0
10409,20250209,109,203,305,404,503,602,149,1627825.0
10410,20260529,102,201,303,404,502,602,468,1289340.0
10411,20250810,103,202,305,402,501,603,247,733590.0
10412,20260313,114,203,304,401,501,603,69,310500.0
10413,20260618,101,203,301,403,501,603,23,60605.0
10414,20250805,116,203,302,404,503,603,203,2410625.0
10415,20250701,111,204,305,404,503,603,314,2535550.0
10416,20260403,101,201,303,402,501,603,182,507780.0
10417,20260523,110,201,301,404,503,603,246,2570700.0
10418,20250726,108,201,305,402,502,601,217,2245950.0
10419,20250119,108,203,302,401,503,603,101,1161500.0
10420,20260624,108,201,305,404,503,603,319,3485075.0
10421,20251015,108,203,304,402,503,601,343,3550050.0
10422,20251209,110,203,303,401,501,602,53,583000.0
10423,20260210,108,203,305,401,501,603,179,2058500.0
10424,20260110,103,201,303,404,503,602,368,1153680.0
10425,20260314,109,202,302,401,501,601,173,1989500.0
10426,20251206,115,203,304,401,503,603,200,1200000.0
10427,20250329,116,201,301,401,503,602,85,1062500.0
10428,20250921,116,203,301,402,502,601,265,2981250.0
10429,20260509,106,201,301,401,502,601,175,875000.0
10430,20260430,108,204,301,401,501,601,193,2219500.0
10431,20250403,104,201,301,402,503,601,90,251100.0
10432,20250411,103,203,304,401,503,601,218,719400.0
10433,20250709,102,202,303,401,503,601,270,783000.0
10434,20260322,115,201,305,402,503,601,96,518400.0
10435,20250330,109,203,304,404,501,602,199,2174075.0
10436,20260609,119,203,302,401,502,603,10,25000.0
10437,20250730,110,201,304,401,503,601,32,352000.0
10438,20250812,102,201,305,401,503,602,327,948300.0
10439,20250512,117,204,304,401,501,603,137,548000.0
10440,20250222,104,201,301,404,501,603,256,753920.0
10441,20250704,113,201,305,404,501,603,294,1536150.0
10442,20251215,113,201,304,401,501,603,82,451000.0
10443,20260609,110,202,301,402,501,601,120,1188000.0
10444,20250930,104,201,305,404,503,603,292,859940.0
10445,20250817,108,203,301,402,502,602,322,3332700.0
10446,20250113,113,201,305,401,501,601,161,885500.0
10447,20250523,116,202,303,401,501,602,10,125000.0
10448,20251104,116,204,304,404,501,601,403,4785625.0
10449,20250313,116,203,303,401,501,602,134,1675000.0
10450,20250930,103,202,305,404,503,601,362,1134870.0
10451,20260514,108,203,301,402,501,603,126,1304100.0
10452,20250304,101,202,303,404,501,601,388,1142660.0
10453,20250901,112,201,301,404,501,603,416,3359200.0
10454,20250415,106,201,304,401,501,601,151,755000.0
10455,20260405,103,201,305,401,501,601,168,554400.0
10456,20251014,103,204,302,403,501,601,308,863940.0
10457,20251226,109,204,305,404,501,601,327,3572475.0
10458,20260405,115,201,304,404,502,603,145,826500.0
10459,20260103,104,201,301,402,502,603,104,290160.0
10460,20260414,112,202,301,402,501,602,91,696150.0
10461,20250311,116,201,304,404,503,603,226,2683750.0
10462,20250711,116,201,302,401,503,603,164,2050000.0
10463,20251107,106,201,303,401,503,603,77,385000.0
10464,20251226,101,203,303,401,501,602,176,545600.0
10465,20260314,107,203,301,404,501,601,234,1111500.0
10466,20260315,103,204,303,401,503,603,129,425700.0
10467,20250727,106,203,302,401,501,601,161,805000.0
10468,20260305,115,201,302,404,503,601,63,359100.0
10469,20250301,102,204,304,403,501,601,165,406725.0
10470,20260616,104,203,303,402,503,603,135,376650.0
10471,20260203,109,204,304,401,502,602,89,1023500.0
10472,20250502,115,203,303,402,501,601,103,556200.0
10473,20250508,110,201,302,401,501,603,10,110000.0
10474,20250709,103,201,303,404,501,601,339,1062765.0
10475,20260519,108,201,302,401,501,601,110,1265000.0
10476,20250716,113,201,302,404,503,601,275,1436875.0
10477,20250106,104,203,303,403,501,602,166,437410.0
10478,20260111,101,201,301,404,503,601,163,480035.0
10479,20260519,114,204,302,404,501,603,377,1611675.0
10480,20260530,120,201,303,402,501,601,190,427500.0
10481,20250130,113,201,303,402,503,603,10,49500.0
10482,20260509,106,201,301,404,503,601,212,1007000.0
10483,20250915,116,201,301,401,503,601,109,1362500.0
10484,20250706,109,201,304,402,501,602,230,2380500.0
10485,20260419,104,203,301,404,502,602,242,712690.0
10486,20250112,107,201,301,402,501,601,212,954000.0
10487,20260204,105,203,305,404,503,601,199,945250.0
10488,20260307,108,201,303,404,503,601,204,2228700.0
10489,20250613,107,201,301,404,503,601,180,855000.0
10490,20250203,103,202,301,404,503,601,203,636405.0
10491,20250426,110,203,304,404,502,601,107,1118150.0
10492,20251005,110,201,301,404,501,603,339,3542550.0
10493,20250708,110,204,304,402,502,602,364,3603600.0
10494,20250524,110,201,302,401,501,601,194,2134000.0
10495,20250813,108,201,304,404,503,602,492,5375100.0
10496,20250418,101,201,301,404,501,601,318,936510.0
10497,20251227,110,201,304,401,501,603,145,1595000.0
10498,20251010,112,201,303,404,501,601,142,1146650.0
10499,20260212,108,202,305,402,503,602,372,3850200.0
10500,20251206,109,202,301,401,503,601,136,1564000.0
10501,20260330,111,201,303,404,503,603,327,2640525.0
10502,20250613,110,202,301,404,501,603,169,1766050.0
10503,20260131,105,203,303,402,501,601,166,747000.0
10504,20251106,116,202,301,402,503,603,117,1316250.0
10505,20250324,102,201,305,404,503,603,385,1060675.0
10506,20251122,114,201,304,404,501,601,136,581400.0
10507,20251210,107,201,301,404,502,601,243,1154250.0
10508,20260313,105,201,304,404,501,601,158,750500.0
10509,20260420,102,202,301,404,502,603,282,776910.0
10510,20250620,103,201,301,402,503,603,173,513810.0
10511,20250126,105,201,304,404,503,603,225,1068750.0
10512,20250726,109,201,303,404,501,601,140,1529500.0
10513,20260104,109,203,305,403,503,601,275,2688125.0
10514,20250924,116,204,304,404,501,603,422,5011250.0
10515,20250926,113,203,302,404,502,603,272,1421200.0
10516,20260101,105,201,303,404,501,602,356,1691000.0
10517,20260412,101,201,301,402,501,601,153,426870.0
10518,20260515,107,201,305,402,502,603,379,1705500.0
10519,20260226,108,201,304,401,501,601,87,1000500.0
10520,20260317,109,202,302,402,501,601,245,2535750.0
10521,20260303,110,201,301,402,501,601,134,1326600.0
10522,20251019,109,201,303,404,502,601,242,2643850.0
10523,20250706,106,202,303,402,502,602,193,868500.0
