sales_id,raw_date,product_id,distributor_id,region_id,promotion_id,segment_id,warehouse_id,quantity
10042,2025-04-30,104,201,301,401,501,603,190
10043,2025-02-27,116,201,301,401,501,601,219
10044,2025-08-25,104,204,304,401,503,602,28
10045,2026-03-11,112,201,301,404,501,601,201
10046,2026-03-29,108,201,303,401,502,601,10
10047,2026-06-06,116,203,301,403,501,603,82
10048,2025-11-21,110,202,305,404,503,603,367
10049,2026-01-15,102,203,305,402,503,603,247
10050,2025-06-17,116,201,301,403,501,601,225
10051,2025-03-31,105,203,301,402,503,601,143
10052,2025-07-15,110,201,305,404,501,601,255
10053,2026-04-02,109,202,304,401,501,601,189
10054,2025-04-06,105,204,305,402,502,603,163
10055,2025-09-30,108,201,302,404,501,601,276
10056,2026-01-31,117,203,302,403,503,603,79
10057,2025-05-24,108,201,302,401,503,603,10
10058,2025-05-31,113,201,305,401,503,603,295
10059,2025-01-09,112,202,301,404,501,603,290
10060,2025-06-19,107,203,301,401,502,601,234
10061,2025-12-08,114,204,305,404,503,601,273
10062,2026-02-19,108,201,304,404,501,601,91
10063,2025-08-08,109,203,304,404,503,603,207
10064,2026-01-22,109,204,302,401,501,603,167
10065,2025-08-17,104,203,301,402,501,601,201
10066,2025-05-23,108,202,303,401,503,601,141
10067,2026-01-08,104,201,303,402,502,602,287
10068,2025-02-10,104,201,301,402,501,601,63
10069,2025-09-10,116,201,303,403,503,601,261
10070,2025-08-30,109,201,302,401,503,601,100
10071,2026-04-06,101,201,301,401,501,601,264
10072,2026-04-21,114,204,305,404,503,603,218
10073,2025-01-01,117,202,301,401,503,602,22
10074,2025-12-14,104,201,303,402,502,603,284
10075,2025-08-24,109,203,302,404,501,601,193
10076,2025-07-26,113,202,305,404,503,602,255
10077,2025-12-01,108,204,302,404,502,603,274
10078,2025-04-16,115,204,301,403,503,601,174
10079,2025-02-22,106,201,303,401,501,602,16
10080,2025-07-02,109,201,304,401,501,603,229
10081,2025-04-03,118,202,301,403,503,601,178
10082,2026-06-18,102,201,303,402,501,601,376
10083,2025-03-14,102,201,304,402,502,601,203
10084,2025-02-17,101,201,305,401,503,601,106
10085,2026-06-10,110,201,303,401,503,601,51
10086,2025-11-08,102,203,305,402,503,601,167
10087,2025-01-15,102,203,301,402,503,603,281
10088,2025-03-27,105,201,305,401,503,603,149
10089,2025-04-21,109,203,303,404,503,602,397
10090,2026-03-01,105,203,303,401,501,601,189
10091,2026-03-13,102,201,301,401,501,601,134
10092,2025-12-16,103,203,301,401,502,601,181
10093,2025-01-04,101,204,303,401,503,603,143
10094,2025-07-13,109,202,301,401,503,601,88
10095,2025-08-13,112,202,304,404,503,601,69
10096,2025-05-19,116,201,303,403,502,601,379
10097,2025-01-13,110,201,301,404,501,601,448
10098,2026-02-23,106,204,305,402,503,601,215
10099,2026-05-28,112,202,305,404,501,603,258
10100,2025-09-27,113,203,301,404,501,602,222
10101,2025-02-11,106,203,302,402,502,601,254
10102,2026-02-26,109,201,303,404,502,601,175
10103,2025-04-14,110,201,305,401,503,601,154
10104,2026-03-24,103,203,303,402,503,602,287
10105,2025-10-16,101,202,304,402,503,601,264
10106,2025-06-08,106,201,303,402,502,602,10
10107,2025-05-10,101,202,303,401,503,602,119
10108,2025-01-11,117,201,301,401,502,601,210
10109,2025-07-29,109,201,305,404,503,602,271
10110,2025-11-20,113,201,304,401,503,601,99
10111,2026-02-24,102,204,305,401,502,602,110
10112,2026-03-07,101,201,305,402,501,601,276
10113,2025-03-16,116,201,303,401,503,602,10
10114,2025-06-28,104,202,301,402,501,601,135
10115,2025-06-05,103,202,305,402,502,602,281
10116,2025-12-08,102,204,303,401,503,601,87
10117,2025-11-14,103,201,301,401,502,602,203
10118,2025-01-18,104,203,303,402,502,601,343
10119,2025-09-21,115,204,302,401,501,602,148
10120,2026-01-15,113,204,305,401,503,601,20
10121,2026-03-19,108,202,302,404,503,603,284
10122,2025-09-21,102,201,304,402,503,603,348
10123,2026-04-14,107,201,301,402,503,603,109
10124,2025-03-26,101,201,303,402,502,603,152
10125,2026-01-21,106,201,305,401,501,603,233
10126,2025-08-14,115,201,305,403,503,601,225
10127,2025-05-08,103,201,303,402,503,603,203
10128,2025-10-08,104,201,305,401,503,602,106
10129,2025-03-16,115,202,305,401,502,601,87
10130,2025-06-02,108,203,301,401,501,601,222
10131,2025-09-25,110,201,303,404,503,601,158
10132,2025-05-10,103,203,301,402,503,601,62
10133,2026-05-27,116,203,303,401,503,601,86
10134,2026-02-10,111,201,301,404,501,602,249
10135,2025-12-31,103,202,303,401,501,601,97
10136,2025-08-05,111,202,303,404,501,601,348
10137,2025-01-17,116,201,301,403,502,603,146
10138,2025-03-22,110,203,305,404,501,601,292
10139,2025-03-27,116,201,304,403,501,603,218
10140,2026-05-13,107,203,304,402,501,601,397
10141,2026-06-10,109,201,301,401,501,603,177
10142,2025-07-02,107,202,305,402,502,603,213
10143,2026-05-08,110,201,301,404,503,601,421
10144,2025-05-21,106,204,301,402,501,601,433
10145,2025-08-27,107,201,302,401,502,603,97
10146,2025-01-03,108,201,305,404,503,602,296
10147,2026-02-03,106,203,301,401,503,603,130
10148,2026-01-15,107,203,305,402,502,602,305
10149,2026-05-08,102,201,302,401,501,603,279
10150,2026-06-01,101,204,305,402,503,603,166
10151,2025-03-03,120,203,303,401,503,603,56
10152,2025-03-30,109,202,301,404,503,601,304
10153,2025-09-18,112,201,301,401,501,603,236
10154,2025-06-25,108,201,301,404,503,601,248
10155,2025-08-12,108,204,303,404,503,602,368
10156,2025-10-16,115,203,304,403,503,603,273
10157,2025-12-11,116,201,304,403,501,603,245
10158,2025-01-31,115,201,302,403,503,601,237
10159,2026-06-08,101,201,303,402,503,602,236
10160,2025-08-11,106,201,305,402,501,601,195
10161,2026-02-16,110,204,301,401,503,603,123
10162,2025-08-30,116,201,304,401,503,601,103
10163,2025-08-15,109,201,301,401,503,601,302
10164,2026-04-04,110,201,301,404,503,601,127
10165,2025-06-06,105,203,304,402,501,601,184
10166,2026-01-17,103,201,305,401,502,602,27
10167,2026-01-22,105,201,304,401,503,601,94
10168,2026-06-08,109,201,303,401,501,601,280
10169,2025-07-18,110,201,301,404,503,602,10
10170,2026-06-11,108,201,301,401,503,601,146
10171,2026-05-16,104,203,302,402,502,601,71
10172,2025-10-01,110,201,305,404,503,603,275
10173,2025-03-29,102,201,303,401,501,601,187
10174,2025-04-02,110,202,301,404,501,602,225
10175,2025-04-26,106,201,305,401,501,603,95
10176,2025-05-23,103,201,301,401,503,603,154
10177,2026-01-05,116,204,303,403,503,602,141
10178,2026-01-18,102,203,303,402,503,601,236
10179,2025-01-14,102,201,301,401,501,603,324
10180,2025-05-02,105,201,304,401,503,601,190
10181,2025-02-28,110,201,304,404,501,601,50
10182,2025-12-19,115,201,305,401,502,603,260
10183,2026-01-17,119,201,305,403,503,601,268
10184,2025-04-27,106,202,303,401,503,603,47
10185,2026-06-14,110,203,301,401,503,603,26
10186,2025-10-25,104,204,301,402,503,601,248
10187,2025-01-14,108,201,303,404,501,601,212
10188,2025-01-28,104,203,302,402,503,601,195
10189,2026-01-30,116,201,302,403,502,603,242
10190,2025-12-27,107,201,303,402,503,601,276
10191,2025-06-14,113,203,302,404,503,602,372
10192,2025-09-08,102,201,301,402,502,603,265
10193,2025-06-10,108,201,301,404,503,603,241
10194,2025-05-06,117,202,305,401,502,602,317
10195,2025-05-31,101,201,304,402,501,603,187
10196,2025-12-07,102,203,302,401,503,601,219
10197,2025-08-06,106,201,301,402,503,603,244
10198,2025-12-11,110,203,301,401,503,601,88
10199,2025-08-08,103,202,302,401,503,603,173
10200,2025-06-08,112,203,302,401,501,603,197
10201,2025-10-06,107,203,301,402,502,601,263
10202,2025-03-06,106,201,304,401,502,601,98
10203,2025-04-12,101,202,304,401,503,601,44
10204,2025-01-03,109,204,305,401,503,603,19
10205,2025-02-12,113,203,304,404,503,601,267
10206,2026-02-11,107,203,301,401,503,603,52
10207,2025-05-21,106,201,303,402,501,601,156
10208,2026-06-23,116,202,303,403,501,603,228
10209,2025-03-31,102,201,304,402,501,602,194
10210,2025-11-08,113,201,305,401,502,601,113
10211,2025-12-28,102,201,303,402,502,602,303
10212,2025-01-26,103,202,302,402,503,603,88
10213,2025-10-20,105,203,305,402,503,603,137
10214,2026-03-15,109,201,304,404,503,601,372
10215,2025-06-09,110,201,303,401,501,601,279
10216,2025-11-16,102,203,302,401,502,603,195
10217,2025-06-16,113,201,303,404,503,601,412
10218,2025-12-19,103,201,301,401,502,601,100
10219,2025-05-29,104,202,304,401,501,601,206
10220,2025-12-08,110,204,304,404,503,603,179
10221,2026-03-18,117,201,304,403,501,602,194
10222,2026-03-22,107,203,301,402,501,603,10
10223,2025-10-06,107,201,305,402,503,602,155
10224,2025-10-13,108,202,301,404,503,601,300
10225,2026-05-24,101,201,301,402,502,601,252
10226,2026-03-25,105,201,302,402,503,602,199
10227,2025-12-08,109,201,303,404,502,602,333
10228,2026-03-05,106,203,305,402,503,603,154
10229,2026-02-09,101,201,301,402,503,602,178
10230,2025-09-23,115,201,305,401,503,601,261
10231,2026-01-16,105,204,305,401,503,601,194
10232,2026-06-21,104,201,304,401,501,602,208
10233,2025-02-12,110,203,301,401,501,603,113
10234,2025-12-11,101,204,301,402,503,603,149
10235,2025-11-25,113,201,301,404,503,602,208
10236,2025-04-11,110,201,303,404,502,601,113
10237,2026-06-03,108,201,301,404,502,603,227
10238,2025-07-02,107,201,301,402,501,603,209
10239,2025-03-06,105,203,303,401,501,601,60
10240,2025-06-13,106,201,303,401,502,601,118
10241,2025-08-15,106,201,303,401,503,603,194
10242,2025-04-15,102,203,305,402,503,601,229
10243,2025-08-20,108,202,304,404,503,602,233
10244,2025-03-20,116,201,305,403,501,603,145
10245,2025-07-19,102,203,301,402,501,601,193
10246,2025-05-28,112,201,301,401,501,603,66
10247,2026-05-06,107,202,305,402,501,601,248
10248,2026-01-03,117,201,304,401,503,601,124
10249,2026-01-17,104,201,305,402,502,603,177
10250,2025-05-29,102,201,301,402,502,603,412
10251,2025-08-14,102,201,305,401,501,601,183
10252,2025-05-04,106,201,301,402,503,603,171
10253,2025-05-02,114,203,305,404,503,601,249
10254,2026-02-01,103,204,304,402,503,601,186
10255,2025-08-23,104,202,304,401,501,603,120
10256,2026-03-12,114,201,303,401,503,603,334
10257,2026-05-30,105,202,304,402,503,602,296
10258,2025-05-08,107,201,303,401,503,603,121
10259,2026-04-28,107,203,301,402,503,603,254
10260,2025-08-19,110,203,302,404,502,602,273
10261,2025-01-12,112,201,305,401,502,601,168
10262,2025-03-11,115,204,302,401,502,603,167
10263,2026-04-14,101,201,301,401,501,601,224
10264,2025-01-20,107,203,303,401,503,601,208
10265,2026-06-20,110,203,301,404,503,601,150
10266,2025-07-30,101,201,304,402,503,603,10
10267,2025-12-16,105,201,301,401,501,602,214
10268,2025-10-30,120,204,303,403,502,602,168
10269,2025-03-19,112,203,305,401,501,602,170
10270,2025-05-18,105,201,301,401,503,601,10
10271,2026-03-02,115,201,302,401,502,601,163
10272,2025-03-15,116,203,303,403,501,603,208
10273,2025-07-01,103,201,302,401,503,601,161
10274,2026-02-12,101,201,301,401,501,603,82
10275,2025-07-01,107,203,301,402,501,603,116
10276,2025-09-07,109,201,302,401,503,601,212
10277,2025-07-22,117,202,305,401,501,601,78
10278,2025-05-22,111,204,301,404,503,601,116
10279,2026-01-19,117,201,301,401,503,601,343
10280,2025-11-23,110,202,305,401,501,601,265
10281,2025-06-26,109,201,303,404,502,601,270
10282,2026-05-29,110,201,301,401,503,601,82
10283,2025-10-21,114,201,301,404,503,601,350
10284,2026-01-26,115,202,304,401,503,601,178
10285,2026-01-16,108,204,304,404,501,601,166
10286,2025-09-11,105,201,302,402,503,601,10
10287,2026-03-03,113,204,301,404,502,601,146
10288,2026-04-21,112,201,302,404,503,601,254
10289,2026-04-13,109,201,303,401,502,603,226
10290,2025-02-09,108,202,301,404,502,603,194
10291,2026-01-01,102,203,305,402,502,603,284
10292,2025-04-19,119,203,303,403,501,603,92
10293,2026-06-21,102,201,305,401,501,601,129
10294,2025-08-15,103,203,305,402,502,603,172
10295,2025-12-30,108,201,303,401,503,601,10
10296,2025-10-04,102,201,304,401,502,603,87
10297,2025-03-16,110,202,302,404,503,601,310
10298,2025-10-16,102,203,302,401,503,601,172
10299,2025-05-04,120,201,301,403,501,603,176
10300,2025-05-23,103,201,302,401,503,603,178
10301,2025-07-26,104,204,304,401,503,601,189
10302,2025-05-22,115,202,302,403,503,601,151
10303,2025-09-27,116,201,305,403,501,603,191
10304,2026-03-02,110,203,305,404,503,602,306
10305,2026-02-02,103,201,301,402,501,601,401
10306,2026-01-11,104,203,301,401,501,603,97
10307,2026-05-29,110,202,305,401,501,601,161
10308,2026-04-22,115,201,302,401,501,603,298
10309,2025-10-31,115,202,301,401,501,603,218
10310,2025-11-20,115,201,305,403,501,603,99
10311,2025-01-26,103,201,305,402,502,603,190
10312,2025-06-28,104,202,301,402,502,601,238
10313,2025-06-11,108,204,301,404,502,603,264
10314,2025-09-19,101,201,301,402,503,601,73
10315,2025-10-18,108,201,303,404,502,603,241
10316,2025-07-09,115,203,301,403,502,601,155
10317,2026-01-17,104,203,301,401,503,602,42
10318,2025-07-02,115,201,304,403,503,601,136
10319,2025-01-19,107,204,304,402,503,601,63
10320,2025-10-28,111,204,304,404,503,601,331
10321,2025-11-20,106,201,302,401,501,601,192
10322,2025-03-25,116,201,302,403,503,601,319
10323,2025-09-23,108,201,301,401,501,601,256
10324,2026-03-30,102,204,301,401,502,601,147
10325,2026-02-23,108,201,302,401,503,603,133
10326,2025-05-07,105,203,304,401,503,603,297
10327,2026-01-10,109,203,303,404,501,601,175
10328,2025-07-14,115,204,302,401,501,602,254
10329,2026-01-15,110,201,301,404,502,601,83
10330,2025-07-12,116,201,303,401,502,601,251
10331,2026-01-30,105,203,303,402,502,601,155
10332,2025-07-23,109,201,301,404,503,601,252
10333,2025-06-04,103,204,302,401,502,601,183
10334,2025-05-05,108,201,305,404,501,603,319
10335,2025-07-20,119,201,305,401,502,601,123
10336,2025-10-05,109,201,303,404,502,603,228
10337,2025-12-20,104,201,301,402,501,601,310
10338,2025-10-27,115,202,301,401,503,603,175
10339,2026-03-11,113,203,302,404,501,603,214
10340,2025-06-14,111,201,305,404,503,603,275
10341,2025-09-24,106,201,301,402,503,602,108
10342,2026-06-01,113,201,305,404,503,601,287
10343,2025-08-16,104,201,304,401,502,602,147
10344,2026-05-14,109,203,305,401,502,603,183
10345,2025-12-31,108,204,301,404,501,602,399
10346,2025-05-27,105,201,301,402,503,601,279
10347,2025-01-22,110,203,304,401,501,601,213
10348,2025-07-23,114,201,301,404,503,601,196
10349,2025-03-06,105,202,301,402,501,603,277
10350,2025-07-07,110,203,305,401,503,601,84
10351,2026-01-19,110,201,302,404,502,602,247
10352,2025-10-17,101,201,305,401,503,601,112
10353,2025-12-24,101,201,302,401,501,601,200
10354,2025-10-22,107,201,301,401,501,601,242
10355,2025-08-21,103,201,301,402,502,603,225
10356,2025-01-31,116,202,302,401,503,602,166
10357,2025-01-14,108,201,302,401,501,602,110
10358,2025-09-17,102,203,301,401,502,601,176
10359,2025-03-16,104,201,301,402,501,603,114
10360,2025-04-06,109,203,303,404,502,601,268
10361,2026-03-04,109,204,305,401,502,601,65
10362,2026-02-25,102,201,303,402,503,603,124
10363,2025-08-23,110,204,304,404,503,603,291
10364,2026-06-17,108,202,305,404,501,601,348
10365,2025-12-21,108,201,302,404,502,601,219
10366,2025-01-13,107,203,305,401,501,603,233
10367,2025-04-10,110,202,301,404,501,603,242
10368,2025-10-01,112,204,301,404,503,601,169
10369,2025-08-23,106,201,301,402,502,601,213
10370,2025-02-22,110,201,305,404,503,603,164
10371,2025-07-01,104,203,305,402,501,601,307
10372,2025-04-29,113,203,303,404,503,601,226
10373,2025-05-14,107,201,302,401,503,601,165
10374,2025-01-12,101,201,303,401,503,603,203
10375,2026-04-01,103,201,305,402,503,603,260
10376,2025-08-14,108,203,303,404,501,603,252
10377,2025-05-23,109,203,301,404,503,602,273
10378,2026-03-17,110,203,303,404,501,603,120
10379,2026-02-16,110,203,305,404,501,603,407
10380,2025-06-08,111,201,301,404,501,602,141
10381,2026-02-26,108,201,303,404,503,601,234
10382,2025-10-21,116,203,303,403,501,601,297
10383,2026-06-04,103,201,305,402,503,603,216
10384,2026-06-07,106,203,301,402,503,601,249
10385,2026-03-22,109,201,302,404,503,601,238
10386,2025-06-03,101,203,304,402,502,603,247
10387,2025-09-04,106,203,304,401,501,601,140
10388,2026-03-03,110,201,303,401,503,601,199
10389,2025-09-12,110,201,302,404,503,603,229
10390,2025-06-04,101,201,304,402,501,601,266
10391,2026-05-14,108,202,303,401,503,601,135
10392,2025-12-25,109,201,304,404,501,602,387
10393,2025-04-24,116,203,305,401,501,603,50
10394,2025-02-10,101,201,301,402,503,601,209
10395,2025-04-09,105,203,301,401,502,603,196
10396,2025-06-03,116,201,304,401,502,601,182
10397,2026-01-03,105,203,301,402,501,601,80
10398,2025-09-28,115,201,301,403,503,601,280
10399,2026-06-20,110,201,305,404,502,601,324
10400,2025-10-06,116,201,303,403,502,602,184
10401,2026-01-26,103,201,302,402,503,601,150
10402,2025-02-07,111,202,302,404,503,602,164
10403,2025-07-04,106,204,305,402,503,603,116
10404,2025-08-01,109,201,302,404,502,603,75
10405,2026-04-25,101,201,303,402,501,603,211
10406,2025-04-12,113,203,301,404,503,601,214
10407,2026-02-27,108,204,304,404,503,603,212
10408,2026-02-22,114,201,302,401,501,603,185
10409,2025-03-17,110,201,303,401,501,601,212
10410,2025-04-10,113,203,302,404,501,603,243
10411,2025-11-11,108,203,303,404,502,601,295
10412,2026-03-29,111,203,301,404,503,602,150
10413,2026-04-03,114,203,303,404,501,603,222
10414,2025-11-09,113,201,303,401,503,603,120
10415,2025-04-23,101,201,301,401,502,603,161
10416,2026-06-01,112,201,301,401,503,601,295
10417,2025-07-16,101,201,302,402,503,603,140
10418,2026-01-26,110,201,302,404,503,601,153
10419,2025-12-27,119,201,303,403,501,603,113
10420,2025-11-21,118,202,301,403,503,601,128
10421,2026-01-22,103,201,301,402,501,603,203
10422,2025-01-22,102,202,301,401,503,601,291
10423,2026-02-07,110,202,301,404,501,603,187
10424,2025-10-10,110,203,303,404,501,601,351
10425,2025-03-06,102,201,303,401,501,603,171
10426,2025-09-05,109,203,304,404,502,601,96
10427,2025-06-13,116,201,304,401,503,603,191
10428,2025-09-19,118,201,301,401,502,601,175
10429,2026-01-02,104,201,304,401,501,602,165
10430,2025-02-12,110,201,304,401,501,601,178
10431,2025-02-16,101,201,301,401,501,603,195
10432,2025-07-22,108,203,303,404,503,601,299
10433,2026-03-19,104,203,302,401,502,601,187
10434,2026-05-09,106,204,303,401,502,601,214
10435,2025-07-06,108,202,301,401,503,601,128
10436,2026-02-24,109,201,304,404,502,602,296
10437,2025-07-24,105,202,301,401,502,603,257
10438,2025-07-26,104,203,301,402,502,603,203
10439,2025-01-21,112,203,305,404,502,603,149
10440,2025-05-09,105,201,303,401,502,601,233
10441,2025-06-02,115,201,305,401,503,602,112
10442,2025-06-26,108,204,305,401,501,601,164
10443,2026-03-01,115,203,305,403,503,603,468
10444,2026-04-02,103,203,301,402,503,601,210
10445,2025-10-16,105,201,304,401,503,601,289
10446,2025-04-25,103,202,303,401,501,601,39
10447,2026-01-17,117,202,303,401,502,601,104
10448,2025-01-19,110,201,304,404,501,601,473
10449,2025-04-03,108,201,303,401,501,601,260
10450,2025-10-09,108,201,304,401,503,603,232
10451,2025-09-08,108,202,303,404,503,601,282
10452,2025-01-25,111,203,304,401,502,603,122
10453,2025-07-18,108,201,305,401,503,601,128
10454,2025-02-26,114,204,301,404,501,603,334
10455,2025-10-19,115,202,305,401,502,602,10
10456,2025-12-01,104,204,301,402,502,601,263
10457,2026-05-22,106,201,302,401,503,601,269
10458,2025-03-03,115,201,303,403,501,601,209
10459,2025-07-20,109,203,304,401,503,602,103
10460,2025-12-21,110,202,304,404,501,601,279
10461,2026-02-05,104,202,302,402,503,603,241
10462,2026-04-15,112,201,302,404,503,601,124
10463,2025-08-25,103,201,305,401,502,601,178
10464,2026-05-29,102,201,303,402,503,601,346
10465,2025-07-14,116,202,302,403,501,601,417
10466,2026-01-13,104,203,305,401,501,603,137
10467,2025-12-06,113,203,301,404,501,601,380
10468,2026-06-18,101,203,301,402,503,601,88
10469,2025-02-25,103,202,304,402,502,603,304
10470,2025-09-15,112,203,304,401,503,603,198
10471,2026-03-27,120,201,301,401,502,601,233
10472,2026-04-04,106,203,303,402,501,603,255
10473,2025-12-22,101,203,303,402,503,602,319
10474,2025-05-05,109,202,305,404,503,601,168
10475,2025-10-03,109,203,302,401,502,602,272
10476,2025-07-10,103,204,305,401,503,603,205
10477,2025-10-15,108,203,304,404,502,603,409
10478,2025-10-04,110,201,303,401,503,601,278
10479,2025-09-17,107,201,301,402,503,601,231
10480,2026-03-06,103,201,304,402,503,603,237
10481,2025-08-10,116,202,305,401,503,602,187
10482,2026-03-14,109,202,302,404,501,601,169
10483,2025-12-06,115,203,304,403,501,603,186
10484,2025-08-27,110,201,305,404,503,601,189
10485,2026-04-10,110,204,303,404,503,601,186
10486,2025-10-03,106,201,302,401,503,603,189
10487,2025-04-08,101,201,301,402,502,601,33
10488,2026-04-30,108,204,301,404,501,601,208
10489,2025-07-11,105,201,301,402,501,601,156
10490,2025-01-13,101,201,305,401,501,601,147
10491,2026-01-10,111,202,301,404,502,603,165
10492,2025-05-08,102,202,301,402,502,601,30
10493,2026-03-15,101,201,303,401,503,602,118
10494,2026-01-06,120,203,301,403,501,601,336
10495,2025-02-09,106,201,303,402,503,601,232
10496,2026-03-04,110,203,301,401,503,601,92
10497,2025-08-12,102,201,305,402,501,602,352
10498,2025-07-07,108,202,301,401,503,601,78
10499,2026-02-26,115,201,305,403,502,601,236
10500,2026-02-10,109,202,303,401,502,603,125
10501,2025-12-15,113,201,304,404,501,601,323
10502,2026-05-02,109,203,303,404,503,601,118
10503,2026-04-26,109,201,301,404,501,603,189
10504,2025-10-06,104,201,301,401,503,601,277
10505,2025-09-29,110,203,303,401,503,603,133
10506,2026-05-13,107,203,301,402,501,601,212
10507,2025-05-23,116,202,303,403,501,601,10
10508,2026-02-21,115,204,305,403,503,603,141
10509,2025-05-20,111,201,303,401,501,601,60
10510,2025-11-17,109,201,301,401,503,603,172
10511,2026-02-28,116,201,301,403,501,603,71
10512,2025-08-21,104,201,301,402,501,601,210
10513,2025-09-30,110,201,301,404,503,602,209
10514,2025-09-01,112,201,301,401,503,601,229
10515,2025-09-04,108,203,301,401,501,601,233
10516,2025-07-29,120,202,305,403,503,601,156
10517,2026-01-02,103,202,301,402,503,601,161
10518,2025-09-07,101,201,305,402,503,601,150
10519,2025-07-14,112,201,301,404,501,603,162
10520,2025-10-09,111,203,302,404,503,601,187
10521,2025-09-03,103,201,302,401,502,603,124
10522,2026-04-14,112,202,301,401,502,601,40
10523,2025-03-11,116,201,304,401,503,603,308
10524,2025-07-11,116,201,302,401,501,603,140
10525,2025-08-25,101,201,301,402,503,601,208
10526,2026-05-29,112,201,304,401,502,601,170
10527,2026-03-21,104,201,304,401,501,603,50
10528,2026-05-10,102,201,301,402,502,601,202
10529,2025-07-10,110,203,304,401,501,603,165
10530,2025-07-27,106,203,302,402,501,601,63
10531,2025-06-12,103,201,305,401,503,601,10
10532,2026-02-19,105,204,301,401,503,603,109
10533,2025-01-05,105,201,304,402,503,601,203
10534,2025-09-06,111,201,302,401,501,602,164
10535,2025-12-03,110,201,304,401,503,601,188
10536,2025-11-13,108,203,305,404,502,603,483
10537,2026-04-08,106,201,301,401,503,601,306
10538,2026-03-05,103,202,304,401,501,601,221
10539,2026-05-19,108,201,302,404,501,601,200
10540,2025-08-18,108,203,302,404,503,603,273
10541,2026-05-09,102,203,303,402,502,601,177
10542,2026-04-02,105,202,302,402,501,601,191
10543,2026-02-20,110,203,305,404,502,603,291
10544,2026-05-30,120,201,303,401,502,601,134
10545,2025-09-13,116,203,301,403,503,601,285
10546,2026-05-05,102,201,301,402,501,603,98
10547,2025-04-09,104,203,305,402,501,601,230
10548,2025-09-15,116,201,301,403,501,602,167
10549,2025-09-19,113,201,301,401,503,601,143
10550,2026-04-19,104,203,301,402,503,601,143
10551,2025-01-12,107,201,301,401,501,601,155
10552,2026-06-04,116,201,303,403,501,603,10
10553,2025-07-14,108,203,303,401,501,601,120
10554,2025-06-14,112,201,301,401,501,601,285
10555,2025-01-30,106,203,301,402,503,601,122
10556,2026-06-18,105,201,301,401,501,602,172
10557,2025-05-28,110,203,302,404,501,603,286
10558,2025-10-05,110,201,301,404,503,601,310
10559,2026-03-17,108,202,305,401,503,601,239
10560,2025-05-18,107,201,303,402,503,601,216
10561,2025-05-09,102,201,303,402,502,601,238
10562,2025-08-13,108,201,304,401,503,603,172
10563,2026-06-15,102,204,304,402,503,601,424
10564,2026-05-05,116,204,304,403,501,601,109
10565,2025-04-06,103,203,301,401,503,603,122
10566,2025-10-30,101,201,303,401,503,601,82
10567,2026-04-19,109,201,301,401,501,602,249
10568,2026-05-20,104,201,303,401,502,602,106
10569,2025-03-19,107,203,303,401,501,601,80
10570,2025-05-08,115,201,305,403,503,603,56
10571,2025-06-13,110,202,301,404,503,601,337
10572,2026-03-28,105,201,302,401,501,603,143
10573,2025-04-19,116,202,301,401,501,603,10
10574,2025-09-02,111,201,301,401,501,602,198
10575,2025-11-22,114,201,304,401,503,601,371
10576,2025-03-13,102,201,301,401,501,603,263
10577,2026-06-12,120,202,305,401,501,601,10
10578,2025-11-22,109,203,302,401,503,603,165
