sales_id,raw_date,product_id,distributor_id,region_id,promotion_id,segment_id,warehouse_id,quantity
10089,2025-08-19,103,202,304,404,503,602,340
10090,2025-02-10,107,201,303,402,503,601,650
10091,2025-01-28,119,204,304,403,502,603,353
10092,2025-05-15,111,203,301,404,502,602,831
10093,2025-07-20,107,201,305,403,501,601,464
10094,2025-02-02,116,203,303,403,503,602,610
10095,2025-02-17,113,203,302,403,502,603,734
10096,2026-05-18,115,202,304,404,503,603,664
10097,2026-02-11,105,202,303,402,501,603,74
10098,2025-04-09,109,203,304,401,501,602,85
10099,2026-04-07,105,204,303,402,501,601,720
10100,2025-01-05,108,202,301,404,501,601,152
10101,2025-08-06,118,202,301,402,501,602,926
10102,2026-05-18,118,202,302,401,503,601,924
10103,2026-02-02,109,202,303,402,503,602,837
10104,2026-01-28,119,201,305,404,501,603,614
10105,2025-07-26,114,203,301,403,502,602,482
10106,2025-01-15,119,201,302,401,502,603,426
10107,2026-04-06,113,201,303,402,501,601,314
10108,2025-08-29,112,203,302,404,503,603,745
10109,2025-04-06,108,202,301,401,503,602,506
10110,2026-04-30,105,204,302,401,502,603,300
10111,2026-02-11,117,202,303,402,502,602,949
10112,2025-08-19,116,202,304,404,503,603,111
10113,2025-06-20,103,202,305,404,502,603,995
10114,2025-02-05,102,202,301,401,501,602,276
10115,2026-06-09,104,204,303,401,501,601,876
10116,2025-06-09,105,201,303,403,502,601,977
10117,2025-08-31,106,204,302,402,501,603,631
10118,2025-03-27,114,203,301,403,502,601,983
10119,2025-01-28,120,202,304,401,503,601,851
10120,2025-12-06,103,204,304,401,501,602,971
10121,2025-11-27,113,203,305,404,502,601,951
10122,2026-05-21,113,204,305,404,501,602,786
10123,2025-12-14,120,202,302,403,501,602,12
10124,2026-04-18,115,202,301,401,503,603,94
10125,2025-08-19,117,203,304,402,503,603,803
10126,2025-07-09,109,204,301,404,503,603,337
10127,2025-08-13,118,202,302,404,502,603,825
10128,2026-01-20,101,203,301,401,503,603,459
10129,2026-01-12,104,204,301,402,503,601,463
10130,2025-10-10,118,204,301,403,501,601,933
10131,2025-09-16,109,203,302,402,503,602,638
10132,2025-12-25,111,204,302,401,503,603,230
10133,2026-04-01,104,204,302,402,501,603,163
10134,2026-02-15,110,202,304,402,501,602,674
10135,2025-11-14,114,202,303,401,501,602,21
10136,2025-08-13,106,202,301,403,503,602,142
10137,2025-08-22,115,203,305,402,501,603,313
10138,2026-01-09,101,201,305,401,502,602,302
10139,2026-04-17,109,204,303,402,503,601,984
10140,2025-08-21,117,203,301,401,501,603,309
10141,2025-04-23,106,201,301,403,502,601,749
10142,2026-05-12,117,201,301,404,503,603,792
10143,2026-03-18,104,203,302,403,501,601,52
10144,2025-09-25,110,201,304,404,501,602,953
10145,2026-05-25,117,202,302,404,503,601,352
10146,2026-01-21,120,203,301,402,503,603,335
10147,2026-01-22,107,204,303,401,501,602,823
10148,2025-04-23,105,202,301,401,501,602,507
10149,2025-03-22,112,204,301,401,501,602,373
10150,2025-04-23,106,201,304,403,503,601,900
10151,2025-01-02,118,202,301,403,501,601,436
10152,2025-08-08,117,204,302,403,502,602,30
10153,2025-08-13,101,203,305,403,501,603,416
10154,2026-01-20,120,201,304,402,502,603,628
10155,2026-02-07,111,204,304,402,503,602,345
10156,2025-05-10,116,201,304,404,501,601,824
10157,2025-02-22,101,204,301,404,503,602,126
10158,2026-02-20,104,203,304,401,501,601,133
10159,2025-09-04,112,202,304,403,501,602,408
10160,2026-03-15,110,204,302,402,501,601,802
10161,2025-07-22,108,201,303,404,502,601,813
10162,2025-07-03,102,203,302,401,503,602,724
10163,2025-05-03,108,202,302,401,503,602,60
10164,2026-02-05,119,201,303,403,501,603,792
10165,2025-10-21,103,203,303,403,501,602,333
10166,2025-10-07,103,201,304,401,501,602,798
10167,2025-07-17,116,203,302,403,502,602,150
10168,2026-05-26,103,202,301,403,502,602,479
10169,2025-05-24,118,202,305,404,503,603,796
10170,2025-07-20,105,201,305,404,503,602,811
10171,2025-05-04,105,203,305,404,502,603,343
10172,2025-07-06,116,204,302,402,502,602,902
10173,2025-11-22,118,202,303,403,501,602,973
10174,2026-04-09,106,204,304,404,503,601,382
10175,2025-12-15,109,204,304,404,503,602,573
10176,2026-02-07,117,201,305,401,503,603,503
10177,2025-12-12,120,201,304,404,501,602,548
10178,2026-05-26,114,201,301,401,502,601,678
10179,2025-05-27,107,203,301,403,501,603,760
10180,2025-05-28,118,202,303,401,501,603,165
10181,2026-05-04,107,202,304,404,503,603,300
10182,2025-12-04,110,204,302,402,501,602,657
10183,2026-04-18,113,201,304,402,502,601,153
10184,2025-05-31,112,203,302,403,501,601,115
10185,2026-02-19,115,202,305,404,501,601,429
10186,2025-10-25,117,203,302,403,502,601,679
10187,2025-09-20,115,201,305,401,501,601,667
10188,2025-05-24,104,201,301,403,502,601,11
10189,2025-12-12,108,202,304,402,501,601,954
10190,2025-01-02,108,204,303,403,503,602,598
10191,2025-10-31,103,204,304,401,502,602,653
10192,2025-09-11,111,201,305,404,503,601,99
10193,2026-03-29,101,201,304,403,501,603,354
10194,2025-02-06,119,204,303,401,502,602,359
10195,2025-06-09,118,201,305,402,501,602,468
10196,2025-01-09,108,202,305,404,503,601,272
10197,2025-08-21,119,202,303,403,501,602,360
10198,2025-04-09,108,203,304,403,501,601,117
10199,2025-07-27,101,204,303,402,501,602,595
10200,2025-05-11,103,201,302,403,503,602,48
10201,2026-02-08,102,203,301,402,503,603,918
10202,2025-06-01,108,202,303,402,502,603,168
10203,2025-02-23,103,204,305,404,501,602,592
10204,2025-04-30,102,202,302,402,501,602,968
10205,2026-02-24,111,201,301,402,502,602,321
10206,2026-02-26,103,203,303,402,501,601,250
10207,2025-04-14,117,201,301,403,501,603,947
10208,2025-09-11,108,201,304,402,501,601,454
10209,2025-08-15,109,204,305,402,501,601,307
10210,2025-04-22,116,204,303,402,501,602,961
10211,2026-05-25,107,201,305,402,503,601,45
10212,2026-04-18,118,204,302,403,503,601,93
10213,2025-04-09,105,203,302,402,503,602,461
10214,2025-06-02,119,203,301,401,502,601,895
10215,2025-12-04,119,201,302,401,502,601,784
10216,2025-06-12,116,203,302,401,503,603,831
10217,2025-06-10,108,201,303,404,502,603,394
10218,2026-02-02,116,203,305,401,503,602,181
10219,2025-10-04,114,202,301,401,501,603,385
10220,2026-05-19,107,201,302,404,501,603,694
10221,2026-01-27,104,203,305,403,501,603,371
10222,2025-05-15,104,202,304,403,503,601,568
10223,2025-07-14,114,201,303,404,502,603,900
10224,2026-02-05,112,203,302,403,503,601,150
10225,2025-02-02,114,203,302,404,502,603,896
10226,2026-04-05,114,202,302,402,502,603,927
10227,2026-04-15,115,204,305,403,501,601,127
10228,2026-01-10,102,204,303,404,501,602,286
10229,2025-01-22,104,202,303,402,503,601,735
10230,2025-02-07,102,202,305,402,503,601,229
10231,2025-08-18,113,201,301,401,501,602,914
10232,2025-12-31,111,204,303,404,503,603,35
10233,2026-03-14,104,201,305,404,501,601,530
10234,2025-10-10,108,203,305,401,503,602,792
10235,2025-01-27,107,202,302,403,502,601,19
10236,2025-08-14,107,201,305,404,503,602,993
10237,2025-10-04,118,202,302,402,501,603,387
10238,2025-10-11,115,201,304,404,503,603,642
10239,2026-04-26,105,203,305,401,502,601,646
10240,2026-03-29,114,203,303,404,502,602,691
10241,2026-05-31,106,204,302,403,502,602,593
10242,2025-07-11,109,204,304,401,501,603,161
10243,2025-02-18,115,203,301,401,503,601,729
10244,2026-05-27,108,201,301,402,501,602,58
10245,2025-01-17,103,202,301,404,501,601,163
10246,2025-06-21,115,203,302,401,501,601,868
10247,2025-08-08,118,203,305,403,503,601,302
10248,2025-06-07,104,201,302,403,501,602,589
10249,2026-04-22,102,203,301,403,503,603,59
10250,2025-02-15,118,203,305,402,502,603,673
10251,2026-01-08,101,201,304,403,503,602,540
10252,2026-06-02,103,203,301,402,503,602,621
10253,2025-04-09,108,204,303,403,501,603,69
10254,2025-02-06,106,204,305,404,502,602,176
10255,2025-10-07,114,204,302,403,503,603,211
10256,2025-12-15,116,204,302,403,503,603,866
10257,2026-05-12,116,203,303,402,501,601,155
10258,2025-10-29,107,202,302,404,502,602,924
10259,2025-06-30,113,204,303,404,501,601,685
10260,2025-04-09,102,204,301,402,501,603,979
10261,2025-04-26,106,203,301,404,501,603,448
10262,2025-07-10,113,203,302,403,501,602,251
10263,2025-09-10,101,201,305,403,503,602,590
10264,2025-06-10,113,204,302,404,502,603,696
10265,2025-09-13,109,201,301,403,502,603,570
10266,2025-11-19,115,204,305,404,501,603,492
10267,2025-05-08,110,202,303,402,501,601,117
10268,2025-01-18,114,203,301,402,503,601,235
10269,2025-11-19,118,203,303,402,501,601,682
10270,2025-10-15,116,201,304,401,501,603,640
10271,2025-06-04,105,201,305,403,503,602,670
10272,2026-05-05,107,203,301,402,502,602,986
10273,2026-01-21,110,203,303,404,502,601,671
10274,2025-04-14,107,203,303,404,501,603,441
10275,2026-01-28,102,204,303,402,502,601,814
10276,2025-09-03,119,204,302,402,502,603,664
10277,2025-06-25,118,202,302,402,502,603,428
10278,2025-02-08,102,204,304,404,503,602,997
10279,2026-04-22,111,203,304,401,502,601,464
10280,2026-06-22,102,204,303,402,501,602,169
10281,2026-02-12,102,201,302,404,501,602,532
10282,2026-06-09,119,203,305,404,503,601,659
10283,2026-05-21,116,204,305,402,501,601,978
10284,2025-02-05,117,203,303,403,503,602,599
10285,2025-01-20,117,201,302,404,501,601,86
10286,2025-11-17,106,201,305,403,501,601,518
10287,2026-05-27,102,204,302,403,501,601,450
10288,2026-02-04,117,203,304,401,502,601,263
10289,2026-04-16,103,202,303,404,503,602,930
10290,2025-05-23,106,201,303,401,501,602,779
10291,2025-04-02,103,202,302,402,501,602,329
10292,2025-12-20,120,204,302,401,501,603,812
10293,2025-02-20,103,201,301,402,503,603,272
10294,2025-07-09,108,202,305,403,502,601,606
10295,2025-05-05,113,201,304,404,503,601,667
10296,2025-05-30,104,202,305,401,503,602,844
10297,2025-11-10,119,203,301,404,502,602,563
10298,2025-12-08,108,203,302,403,502,602,383
10299,2025-11-01,119,204,305,403,501,603,646
10300,2025-02-23,120,201,303,403,503,602,176
10301,2026-03-20,102,202,305,403,503,603,946
10302,2025-09-21,120,204,302,403,502,603,762
10303,2025-02-22,103,203,305,403,501,601,468
10304,2025-01-05,114,203,301,401,501,602,289
10305,2025-04-13,119,204,304,404,502,603,709
10306,2025-07-15,119,201,302,401,501,601,311
10307,2025-12-16,117,202,303,403,501,602,540
10308,2025-02-16,111,203,301,402,501,603,589
10309,2025-09-26,109,204,302,402,503,601,227
10310,2026-01-05,107,203,303,403,502,602,111
10311,2025-04-16,111,203,303,403,501,602,563
10312,2025-04-30,108,202,302,403,502,602,297
10313,2025-02-27,109,201,301,404,501,602,176
10314,2025-12-12,113,201,303,404,501,602,630
10315,2026-04-19,105,202,304,401,502,603,45
10316,2025-04-27,110,204,301,404,503,603,753
10317,2025-05-07,115,204,303,403,502,602,750
10318,2026-01-28,111,201,302,404,501,601,362
10319,2025-02-27,103,203,302,402,502,602,685
10320,2026-05-28,101,203,301,402,501,602,908
10321,2025-04-06,115,204,303,403,501,603,82
10322,2025-04-28,120,202,303,404,503,601,657
10323,2026-05-03,119,203,301,404,502,602,362
10324,2025-08-25,104,204,301,401,501,603,900
10325,2025-09-29,103,202,301,401,502,602,79
10326,2025-07-08,118,201,304,402,502,601,434
10327,2026-03-23,107,202,304,403,501,601,717
10328,2025-09-04,117,201,304,402,502,603,790
10329,2025-03-17,109,204,302,403,503,602,570
10330,2025-06-03,105,202,304,403,501,602,837
10331,2026-03-11,112,204,304,403,503,603,651
10332,2025-03-27,103,201,304,403,502,601,965
10333,2025-10-12,108,203,303,404,502,603,526
10334,2025-08-08,112,203,305,403,501,603,437
10335,2025-03-10,110,201,304,404,502,603,548
10336,2025-02-16,106,203,301,403,501,601,169
10337,2025-04-04,115,203,304,404,501,602,158
10338,2026-03-29,118,202,305,404,503,603,785
10339,2025-07-23,110,202,302,402,503,603,239
10340,2025-08-06,120,203,302,402,501,603,721
10341,2026-04-19,117,202,304,401,502,603,571
10342,2026-03-08,101,201,301,402,501,601,76
10343,2025-12-07,118,202,301,402,501,602,821
10344,2025-10-16,110,202,303,403,502,602,390
10345,2025-09-11,104,202,301,401,502,602,67
10346,2025-12-23,105,204,303,402,502,601,268
10347,2025-01-23,109,201,303,402,501,602,351
10348,2026-06-06,104,203,301,404,502,602,847
10349,2025-04-10,104,203,301,401,501,601,139
10350,2025-06-29,118,204,303,401,502,601,736
10351,2025-08-11,105,202,302,401,503,603,181
10352,2026-03-18,109,201,304,404,501,602,779
10353,2025-11-21,110,201,302,401,503,601,623
10354,2026-05-31,120,203,301,401,503,603,218
10355,2025-01-16,107,204,305,404,501,602,812
10356,2025-12-02,111,204,301,401,503,602,363
10357,2025-09-15,107,204,303,401,503,603,480
10358,2026-05-12,109,204,305,403,501,601,807
10359,2025-06-09,117,201,305,402,501,603,125
10360,2026-04-20,116,202,304,401,502,601,273
10361,2026-01-15,109,203,301,404,503,601,671
10362,2026-03-03,102,201,304,403,502,603,821
10363,2025-09-25,103,204,302,402,501,601,451
10364,2026-02-21,114,204,305,402,503,603,557
10365,2025-06-17,109,203,304,403,502,602,462
10366,2025-02-12,102,202,302,404,502,602,854
10367,2025-10-12,101,202,301,402,502,601,486
10368,2026-02-01,111,202,301,402,501,602,296
10369,2025-01-12,105,204,303,402,503,603,312
10370,2025-10-29,109,201,302,401,502,603,320
10371,2025-09-10,106,201,302,401,503,603,217
10372,2026-05-14,115,202,304,403,501,602,627
10373,2025-02-04,118,203,305,403,501,602,455
10374,2025-03-31,114,202,305,404,502,602,679
10375,2026-02-22,118,202,303,404,502,603,642
10376,2025-04-25,101,203,303,403,503,601,64
10377,2025-07-15,104,202,303,404,501,603,921
10378,2026-05-16,103,203,302,402,503,601,21
10379,2026-05-08,105,203,301,402,501,601,666
10380,2025-03-16,118,201,301,404,503,603,409
10381,2026-02-17,102,203,304,404,501,603,917
10382,2026-01-11,112,202,305,403,502,602,657
10383,2026-02-24,119,203,305,403,501,601,989
10384,2025-10-04,118,202,304,404,501,601,524
10385,2026-01-29,105,203,302,402,502,602,665
10386,2026-04-02,114,201,301,401,503,601,551
10387,2025-07-11,105,202,303,404,503,601,246
10388,2025-04-09,102,202,301,403,501,602,288
10389,2025-04-06,110,202,304,403,502,603,357
10390,2025-07-09,112,203,301,404,503,602,636
10391,2025-02-06,102,201,303,403,502,602,113
10392,2026-01-04,112,201,305,402,502,603,639
10393,2026-06-09,107,201,304,403,503,603,526
10394,2025-10-06,108,201,302,401,501,602,989
10395,2025-08-05,104,203,301,401,502,603,881
10396,2025-09-30,112,202,301,402,502,602,257
10397,2025-03-03,118,204,302,403,501,603,373
10398,2025-12-08,114,201,302,403,501,602,330
10399,2026-02-01,120,204,303,404,503,602,642
10400,2025-01-19,105,203,301,401,501,601,295
10401,2025-06-26,108,203,304,404,503,601,158
10402,2026-01-31,106,204,301,404,503,601,93
10403,2026-03-21,106,202,303,403,502,601,975
10404,2025-08-21,114,204,304,401,501,603,415
10405,2025-03-17,101,203,304,404,501,603,987
10406,2025-09-22,106,204,304,403,502,602,465
10407,2026-03-31,111,201,303,402,502,603,752
10408,2026-01-19,114,201,301,401,501,601,809
10409,2026-05-21,108,202,305,403,503,602,170
10410,2026-01-02,109,204,304,402,501,603,793
10411,2025-05-24,106,204,302,404,501,601,469
10412,2025-03-10,104,204,303,404,502,601,559
10413,2025-04-09,113,204,304,404,503,602,509
10414,2026-01-31,102,202,303,402,502,601,747
10415,2025-01-25,116,203,302,402,501,601,518
10416,2026-04-14,108,202,304,404,503,601,663
10417,2026-04-29,107,203,301,404,502,603,813
10418,2025-05-31,115,203,303,402,503,602,490
10419,2025-05-24,112,203,304,403,503,602,672
10420,2025-02-08,110,204,304,401,503,603,123
10421,2025-04-19,108,202,303,404,501,602,758
10422,2025-02-11,108,203,302,402,502,603,587
10423,2025-07-05,101,201,303,403,502,603,370
10424,2026-02-02,107,203,305,403,501,603,350
10425,2025-08-11,113,202,301,403,503,603,779
10426,2025-05-13,111,204,302,404,502,602,996
10427,2025-06-12,109,201,301,402,501,602,770
10428,2025-08-03,103,203,301,401,502,603,978
10429,2025-08-23,109,204,303,402,503,603,458
10430,2025-01-09,112,202,305,402,502,602,852
10431,2025-03-15,117,202,304,403,503,603,844
10432,2026-05-07,113,201,305,401,503,603,189
10433,2025-09-10,118,201,302,404,501,603,711
10434,2025-08-18,111,203,305,404,503,603,416
10435,2026-06-03,101,204,301,403,501,602,675
10436,2025-06-23,104,204,304,404,502,602,205
10437,2025-06-17,109,202,305,402,503,601,475
10438,2025-06-19,106,202,304,403,502,601,320
10439,2026-01-28,119,203,305,401,503,601,271
10440,2025-07-13,109,203,304,402,501,601,428
10441,2026-06-01,102,202,305,401,502,601,415
10442,2025-01-29,104,202,302,401,502,601,948
10443,2025-06-14,120,204,304,402,502,601,152
10444,2026-02-26,114,204,303,401,503,603,351
10445,2025-12-05,112,204,301,403,503,601,325
10446,2026-05-11,111,203,304,403,503,601,110
10447,2025-12-31,114,204,301,402,503,601,253
10448,2025-12-08,120,201,305,404,501,602,499
10449,2026-05-15,117,201,305,401,503,603,21
10450,2026-05-26,104,204,305,402,501,601,248
10451,2025-11-23,113,204,305,401,503,603,570
10452,2025-08-05,119,202,305,402,502,601,51
10453,2025-10-28,107,202,302,401,503,602,687
10454,2025-05-12,109,203,301,404,501,603,603
10455,2025-03-11,102,201,304,402,503,603,438
10456,2025-09-09,114,201,302,403,503,601,812
10457,2026-02-19,101,203,302,404,502,601,167
10458,2026-03-21,117,204,302,403,501,602,225
10459,2025-07-01,118,204,302,404,501,602,679
10460,2025-06-16,107,203,302,403,502,601,471
10461,2025-04-01,112,201,301,404,502,602,143
10462,2026-06-15,114,201,304,401,502,602,76
10463,2025-02-08,103,204,301,403,503,601,857
10464,2025-05-06,111,202,304,401,501,601,16
10465,2026-03-27,120,203,302,402,502,601,957
10466,2025-06-22,111,203,302,401,502,601,535
10467,2025-08-08,104,204,305,403,501,603,82
10468,2025-02-27,110,203,303,404,503,603,408
10469,2026-04-21,117,201,303,401,503,602,414
10470,2026-04-01,110,204,301,404,503,602,684
10471,2025-12-27,114,201,301,402,501,602,587
10472,2025-01-01,111,202,304,402,503,601,868
10473,2026-01-22,113,203,305,403,503,602,139
10474,2025-12-14,110,203,304,404,501,603,940
10475,2025-07-09,118,201,305,401,501,601,475
10476,2026-05-20,105,204,303,401,502,601,215
10477,2025-07-10,107,204,303,402,501,602,797
10478,2026-05-23,114,203,305,404,503,603,987
10479,2026-01-04,113,201,304,404,501,602,777
10480,2026-02-13,106,202,301,402,503,601,275
10481,2025-04-27,120,201,305,401,502,602,546
10482,2025-05-14,119,204,305,402,503,601,971
10483,2025-02-27,110,203,305,404,503,601,802
10484,2025-06-22,113,203,304,401,503,603,262
10485,2025-05-29,118,203,301,402,501,603,831
10486,2025-03-21,101,202,304,404,503,602,298
10487,2025-08-01,110,202,302,404,501,602,173
10488,2025-07-22,110,204,302,403,502,602,104
10489,2025-08-17,107,201,305,403,502,603,791
10490,2025-08-15,114,201,305,402,502,603,842
10491,2026-06-16,119,201,305,401,503,603,119
10492,2026-03-17,120,202,301,401,503,603,345
10493,2026-02-06,111,203,301,403,502,603,831
10494,2025-02-16,115,204,305,404,502,602,247
10495,2025-08-21,115,204,301,403,501,601,390
10496,2025-11-01,115,202,303,402,501,602,445
10497,2026-06-10,107,202,305,403,502,602,908
10498,2025-05-23,117,203,303,401,502,602,492
10499,2026-02-19,116,203,304,402,502,603,946
10500,2026-05-28,106,202,303,401,502,603,911
10501,2026-01-08,103,204,304,402,503,603,34
10502,2025-09-16,110,203,304,404,503,603,662
10503,2026-04-16,117,203,305,403,501,603,126
10504,2025-01-12,120,204,305,401,502,602,491
10505,2025-11-26,111,203,304,402,503,601,401
10506,2025-12-24,103,204,301,403,503,603,926
10507,2026-02-12,108,201,302,401,503,601,973
10508,2026-01-08,110,203,303,404,503,603,546
10509,2025-01-08,108,203,304,402,502,601,88
10510,2025-05-02,107,201,302,401,502,602,589
10511,2025-12-14,105,204,305,401,503,603,182
10512,2025-03-31,101,203,305,404,502,602,965
10513,2025-11-12,102,201,304,402,503,603,21
10514,2025-06-27,108,204,301,403,503,601,809
10515,2026-06-24,116,203,304,401,501,602,137
10516,2025-02-10,120,202,303,402,501,603,617
10517,2026-05-17,103,201,302,402,502,602,101
10518,2025-05-25,115,204,301,404,501,602,662
10519,2025-07-20,114,202,304,401,501,601,552
10520,2026-04-06,119,204,303,403,502,602,855
10521,2025-09-10,107,202,303,401,501,603,541
10522,2026-01-25,113,202,301,401,502,603,667
10523,2025-09-13,116,201,303,403,501,602,998
10524,2026-03-26,113,201,303,402,501,602,837
10525,2025-01-10,108,202,303,401,501,603,456
10526,2025-08-30,105,201,303,402,502,602,399
10527,2025-09-08,101,204,304,404,501,601,681
10528,2025-01-05,104,203,301,402,503,601,870
10529,2025-04-29,114,204,302,403,501,602,52
10530,2026-01-09,108,202,302,403,502,603,263
10531,2025-03-06,106,204,303,404,501,601,139
10532,2025-05-26,117,202,304,402,501,602,69
10533,2025-08-12,115,204,303,401,503,602,672
10534,2025-08-27,102,204,303,404,503,602,476
10535,2025-06-26,118,201,304,403,501,601,296
10536,2025-10-09,108,202,305,402,502,603,526
10537,2025-03-04,104,202,301,403,502,601,476
10538,2025-08-05,115,203,302,401,503,603,939
10539,2026-04-06,105,204,304,404,503,603,787
10540,2025-04-15,115,204,302,404,501,602,354
10541,2025-04-09,117,203,304,403,502,603,651
10542,2026-05-26,118,202,304,404,502,603,391
10543,2026-01-20,120,204,305,402,502,603,788
10544,2026-02-09,111,203,303,402,502,602,699
10545,2026-06-02,115,203,301,403,503,601,262
10546,2026-04-21,120,203,305,403,503,602,936
10547,2026-03-13,117,204,302,404,501,603,65
10548,2025-01-23,114,202,301,403,502,603,472
10549,2026-04-03,118,202,303,402,501,602,466
10550,2025-03-24,115,203,305,401,501,602,992
10551,2025-05-25,106,203,304,402,501,603,92
10552,2025-03-26,116,202,302,404,501,603,914
10553,2025-03-19,115,203,305,403,503,603,108
10554,2026-04-02,109,203,305,403,503,602,158
10555,2025-01-01,108,202,301,403,502,602,338
10556,2025-02-20,109,204,302,404,502,601,165
10557,2026-03-22,117,203,302,401,503,603,199
10558,2026-03-25,116,204,302,404,502,601,503
10559,2026-05-03,108,203,301,402,503,602,892
10560,2025-02-03,109,203,302,401,503,603,272
10561,2025-12-14,115,203,301,403,502,603,89
10562,2025-04-05,103,201,304,402,502,601,409
10563,2025-03-13,110,204,301,403,503,603,773
10564,2025-06-03,108,204,303,401,503,602,618
10565,2025-09-07,109,203,302,404,503,601,269
10566,2026-03-14,111,202,303,402,503,601,781
10567,2025-04-28,111,203,303,404,503,601,624
10568,2025-11-02,118,201,304,402,502,601,561
10569,2025-09-25,103,203,305,403,502,603,794
10570,2025-02-23,105,201,304,403,502,602,110
10571,2025-08-24,105,203,301,404,503,601,368
10572,2026-01-24,108,204,301,403,501,602,389
10573,2026-02-05,113,203,302,401,502,602,829
10574,2025-10-30,105,204,303,401,501,602,230
10575,2025-07-26,107,202,304,401,502,601,829
10576,2025-08-17,103,202,305,401,501,601,429
10577,2025-03-16,114,203,304,402,502,603,133
10578,2026-03-11,114,203,302,402,502,601,431
