year,month,brand,product_name,total_quantity_sold,total_revenue
2026,5,Pop Mie,Pop Mie Rasa Ayam,233.0,1120000.0
2026,5,Ichi Ocha,Ichi Ocha Green Tea,287.0,1090600.0
2026,5,Chiki,Chiki Balls Keju,176.0,822800.0
2026,5,Racik,Bumbu Racik Sayur Sop,190.0,427500.0
2026,4,Chitato,Chitato Sapi Panggang,2532.0,26679425.0
2026,4,Chitato,Chitato Lite Rumput Laut,2100.0,21914200.0
2026,4,Chitato,Chitato Ayam Bumbu,2015.0,21016825.0
2026,4,Indomilk,Indomilk Susu Kental Manis Putih,1349.0,15210000.0
2026,4,Indomilk,Indomilk Susu Cair Cokelat,1484.0,8539200.0
2026,4,Indomie,Indomie Kari Ayam Extra Bawang,2189.0,6378405.0
2026,4,Qtela,Qtela Singkong Original,731.0,5892200.0
2026,4,Indomie,Indomie Goreng Rendang,1877.0,5761470.0
2026,4,Indomie,Indomie Goreng Spesial,1740.0,5154060.0
2026,4,Pop Mie,Pop Mie Rasa Baso,1051.0,4955250.0
2026,4,Indomie,Indomie Kuah Rasa Ayam Bawang,1585.0,4405970.0
2026,4,Chiki,Chiki Balls Keju,556.0,2935625.0
2026,4,Pop Mie,Pop Mie Goreng Spesial,584.0,2753250.0
2026,4,Ichi Ocha,Ichi Ocha Green Tea,750.0,2695000.0
2026,4,Qtela,Qtela Singkong Barbeque,312.0,2517275.0
2026,4,JetZ,JetZ Chocolate,298.0,1206900.0
2026,4,Racik,Bumbu Racik Sayur Sop,389.0,972500.0
2026,4,Pop Mie,Pop Mie Rasa Ayam,191.0,916500.0
2026,4,Racik,Bumbu Racik Ayam Goreng,260.0,585000.0
2026,3,Chitato,Chitato Sapi Panggang,3573.0,38734300.0
2026,3,Chitato,Chitato Ayam Bumbu,3265.0,34903650.0
2026,3,Chitato,Chitato Lite Rumput Laut,2552.0,26052950.0
2026,3,Indomilk,Indomilk Susu Kental Manis Putih,2074.0,24190000.0
2026,3,Indomilk,Indomilk Susu Cair Cokelat,1324.0,7401300.0
2026,3,Indomie,Indomie Goreng Rendang,1873.0,5903535.0
2026,3,Indomie,Indomie Kuah Rasa Ayam Bawang,2007.0,5476940.0
2026,3,Pop Mie,Pop Mie Rasa Baso,1175.0,5446500.0
2026,3,Qtela,Qtela Singkong Barbeque,667.0,5403025.0
2026,3,Indomie,Indomie Kari Ayam Extra Bawang,1450.0,4246225.0
2026,3,Pop Mie,Pop Mie Goreng Spesial,857.0,4218250.0
2026,3,Indomie,Indomie Goreng Spesial,1136.0,3381325.0
2026,3,Chiki,Chiki Balls Keju,685.0,3339050.0
2026,3,Qtela,Qtela Singkong Original,401.0,3238075.0
2026,3,Pop Mie,Pop Mie Rasa Ayam,394.0,1798500.0
2026,3,Racik,Bumbu Racik Sayur Sop,504.0,1154750.0
2026,3,Club,Club Air Mineral 600ml,135.0,405000.0
2026,3,JetZ,JetZ Chocolate,89.0,393750.0
2026,3,Racik,Bumbu Racik Ayam Goreng,106.0,265000.0
2026,2,Chitato,Chitato Sapi Panggang,2841.0,30446825.0
2026,2,Chitato,Chitato Lite Rumput Laut,1068.0,11319000.0
2026,2,Qtela,Qtela Singkong Barbeque,1307.0,10771625.0
2026,2,Pop Mie,Pop Mie Rasa Ayam,1973.0,9690000.0
2026,2,Indomie,Indomie Goreng Rendang,2526.0,7739160.0
2026,2,Indomie,Indomie Kari Ayam Extra Bawang,2583.0,7653745.0
2026,2,Indomie,Indomie Goreng Spesial,2433.0,7143020.0
2026,2,Chitato,Chitato Ayam Bumbu,634.0,6553850.0
2026,2,Pop Mie,Pop Mie Goreng Spesial,1135.0,5360750.0
2026,2,Indomie,Indomie Kuah Rasa Ayam Bawang,1455.0,3996635.0
2026,2,Chiki,Chiki Balls Keju,397.0,2005300.0
2026,2,Qtela,Qtela Singkong Original,227.0,1833025.0
2026,2,Indomilk,Indomilk Susu Cair Cokelat,243.0,1312200.0
2026,2,JetZ,JetZ Chocolate,250.0,1012500.0
2026,2,Pop Mie,Pop Mie Rasa Baso,147.0,693250.0
2026,2,Ichi Ocha,Ichi Ocha Green Tea,123.0,442800.0
2026,2,Club,Club Air Mineral 600ml,70.0,199500.0
2026,2,Racik,Bumbu Racik Sayur Sop,31.0,77500.0
2026,1,Chitato,Chitato Sapi Panggang,2320.0,25015375.0
2026,1,Chitato,Chitato Ayam Bumbu,1557.0,16500200.0
2026,1,Chitato,Chitato Lite Rumput Laut,1314.0,14124550.0
2026,1,Pop Mie,Pop Mie Goreng Spesial,2148.0,10033000.0
2026,1,Indomilk,Indomilk Susu Kental Manis Putih,782.0,8953750.0
2026,1,Pop Mie,Pop Mie Rasa Ayam,1897.0,8890750.0
2026,1,Indomie,Indomie Goreng Rendang,2406.0,7433910.0
2026,1,Pop Mie,Pop Mie Rasa Baso,1573.0,7395750.0
2026,1,Qtela,Qtela Singkong Original,888.0,7261125.0
2026,1,Indomie,Indomie Kari Ayam Extra Bawang,2280.0,6469700.0
2026,1,Chiki,Chiki Balls Keju,1065.0,5396325.0
2026,1,Qtela,Qtela Singkong Barbeque,641.0,5077475.0
2026,1,Indomilk,Indomilk Susu Cair Cokelat,868.0,4960800.0
2026,1,Indomie,Indomie Goreng Spesial,1697.0,4902960.0
2026,1,Ichi Ocha,Ichi Ocha Green Tea,1166.0,4436200.0
2026,1,JetZ,JetZ Chocolate,399.0,1705725.0
2026,1,Indomie,Indomie Kuah Rasa Ayam Bawang,440.0,1171600.0
2026,1,Club,Club Air Mineral 600ml,410.0,1170900.0
2026,1,Racik,Bumbu Racik Sayur Sop,134.0,318250.0
2026,1,Racik,Bumbu Racik Ayam Goreng,101.0,252500.0
2025,12,Chitato,Chitato Lite Rumput Laut,2585.0,27204100.0
2025,12,Chitato,Chitato Ayam Bumbu,2452.0,26898500.0
2025,12,Chitato,Chitato Sapi Panggang,1594.0,17233900.0
2025,12,Indomilk,Indomilk Susu Kental Manis Putih,961.0,11109375.0
2025,12,Indomie,Indomie Goreng Spesial,3701.0,10852015.0
2025,12,Pop Mie,Pop Mie Rasa Baso,1846.0,8869000.0
2025,12,Pop Mie,Pop Mie Goreng Spesial,1747.0,8397250.0
2025,12,Indomilk,Indomilk Susu Cair Cokelat,1283.0,7283100.0
2025,12,Indomie,Indomie Goreng Rendang,2106.0,6504465.0
2025,12,Indomie,Indomie Kari Ayam Extra Bawang,1751.0,5030370.0
2025,12,Pop Mie,Pop Mie Rasa Ayam,1076.0,5017500.0
2025,12,Qtela,Qtela Singkong Barbeque,525.0,4233000.0
2025,12,Indomie,Indomie Kuah Rasa Ayam Bawang,1415.0,3872080.0
2025,12,JetZ,JetZ Chocolate,489.0,2090475.0
2025,12,Ichi Ocha,Ichi Ocha Green Tea,543.0,2043000.0
2025,12,Chiki,Chiki Balls Keju,358.0,1931600.0
2025,12,Qtela,Qtela Singkong Original,175.0,1413125.0
2025,12,Club,Club Air Mineral 600ml,471.0,1382400.0
2025,12,Racik,Bumbu Racik Ayam Goreng,386.0,920000.0
2025,11,Chitato,Chitato Lite Rumput Laut,2083.0,21407100.0
2025,11,Chitato,Chitato Sapi Panggang,1308.0,14366375.0
2025,11,Indomilk,Indomilk Susu Kental Manis Putih,1230.0,14264375.0
2025,11,Qtela,Qtela Singkong Original,1538.0,12356450.0
2025,11,Chitato,Chitato Ayam Bumbu,700.0,7636575.0
2025,11,Indomie,Indomie Goreng Rendang,2170.0,6549180.0
2025,11,Indomie,Indomie Kuah Rasa Ayam Bawang,2080.0,5683275.0
2025,11,Pop Mie,Pop Mie Rasa Ayam,1204.0,5673000.0
2025,11,Chiki,Chiki Balls Keju,983.0,4958800.0
2025,11,Pop Mie,Pop Mie Rasa Baso,892.0,4188000.0
2025,11,Indomie,Indomie Goreng Spesial,1323.0,4000240.0
2025,11,Pop Mie,Pop Mie Goreng Spesial,758.0,3668750.0
2025,11,Indomilk,Indomilk Susu Cair Cokelat,547.0,3088500.0
2025,11,Indomie,Indomie Kari Ayam Extra Bawang,748.0,2264085.0
2025,11,JetZ,JetZ Chocolate,324.0,1304775.0
2025,11,Ichi Ocha,Ichi Ocha Green Tea,184.0,736000.0
2025,11,Qtela,Qtela Singkong Barbeque,85.0,722500.0
2025,11,Racik,Bumbu Racik Sayur Sop,251.0,627500.0
2025,11,Club,Club Air Mineral 600ml,205.0,615000.0
2025,11,Racik,Bumbu Racik Ayam Goreng,218.0,545000.0
2025,10,Chitato,Chitato Sapi Panggang,3686.0,40245975.0
2025,10,Chitato,Chitato Ayam Bumbu,2595.0,27314225.0
2025,10,Chitato,Chitato Lite Rumput Laut,1951.0,20098650.0
2025,10,Indomilk,Indomilk Susu Kental Manis Putih,1029.0,12133750.0
2025,10,Indomilk,Indomilk Susu Cair Cokelat,2078.0,11933700.0
2025,10,Indomie,Indomie Goreng Rendang,3046.0,9171030.0
2025,10,Pop Mie,Pop Mie Rasa Baso,1577.0,7463000.0
2025,10,Qtela,Qtela Singkong Barbeque,802.0,6548825.0
2025,10,Qtela,Qtela Singkong Original,684.0,5689050.0
2025,10,Indomie,Indomie Goreng Spesial,1893.0,5525285.0
2025,10,Indomie,Indomie Kari Ayam Extra Bawang,1829.0,5318360.0
2025,10,Pop Mie,Pop Mie Goreng Spesial,993.0,4565500.0
2025,10,Chiki,Chiki Balls Keju,843.0,4472325.0
2025,10,Pop Mie,Pop Mie Rasa Ayam,941.0,4317250.0
2025,10,Indomie,Indomie Kuah Rasa Ayam Bawang,1540.0,4297800.0
2025,10,Ichi Ocha,Ichi Ocha Green Tea,355.0,1380800.0
2025,10,Club,Club Air Mineral 600ml,467.0,1190850.0
2025,10,Racik,Bumbu Racik Sayur Sop,340.0,765000.0
2025,10,Racik,Bumbu Racik Ayam Goreng,226.0,536750.0
2025,10,JetZ,JetZ Chocolate,106.0,429300.0
2025,9,Indomilk,Indomilk Susu Kental Manis Putih,3289.0,38583125.0
2025,9,Chitato,Chitato Ayam Bumbu,2329.0,24755475.0
2025,9,Chitato,Chitato Lite Rumput Laut,2357.0,24649350.0
2025,9,Chitato,Chitato Sapi Panggang,2010.0,21122050.0
2025,9,Qtela,Qtela Singkong Barbeque,1396.0,11003675.0
2025,9,Indomie,Indomie Goreng Rendang,2964.0,9083085.0
2025,9,Qtela,Qtela Singkong Original,1102.0,8930525.0
2025,9,Indomilk,Indomilk Susu Cair Cokelat,1350.0,7728000.0
2025,9,Indomie,Indomie Goreng Spesial,1973.0,5612085.0
2025,9,JetZ,JetZ Chocolate,1189.0,5101650.0
2025,9,Indomie,Indomie Kari Ayam Extra Bawang,1459.0,4277690.0
2025,9,Indomie,Indomie Kuah Rasa Ayam Bawang,1525.0,4087695.0
2025,9,Pop Mie,Pop Mie Goreng Spesial,658.0,2977250.0
2025,9,Chiki,Chiki Balls Keju,351.0,1833975.0
2025,9,Pop Mie,Pop Mie Rasa Baso,371.0,1827750.0
2025,9,Pop Mie,Pop Mie Rasa Ayam,302.0,1468500.0
2025,9,Racik,Bumbu Racik Ayam Goreng,241.0,572375.0
2025,9,Club,Club Air Mineral 600ml,188.0,507600.0
2025,8,Chitato,Chitato Sapi Panggang,2677.0,29151350.0
2025,8,Chitato,Chitato Ayam Bumbu,2025.0,22203050.0
2025,8,Chitato,Chitato Lite Rumput Laut,1599.0,16458200.0
2025,8,Indomilk,Indomilk Susu Kental Manis Putih,1345.0,15627500.0
2025,8,Qtela,Qtela Singkong Original,1652.0,13189025.0
2025,8,Indomilk,Indomilk Susu Cair Cokelat,1495.0,8425200.0
2025,8,Pop Mie,Pop Mie Rasa Baso,1577.0,7557750.0
2025,8,Qtela,Qtela Singkong Barbeque,892.0,7081775.0
2025,8,Indomie,Indomie Goreng Rendang,1839.0,5663625.0
2025,8,Pop Mie,Pop Mie Goreng Spesial,1135.0,5355250.0
2025,8,Indomie,Indomie Goreng Spesial,1727.0,5182425.0
2025,8,JetZ,JetZ Chocolate,1022.0,4237875.0
2025,8,Indomie,Indomie Kuah Rasa Ayam Bawang,1448.0,4027375.0
2025,8,Chiki,Chiki Balls Keju,719.0,3865675.0
2025,8,Indomie,Indomie Kari Ayam Extra Bawang,1125.0,3272670.0
2025,8,Pop Mie,Pop Mie Rasa Ayam,607.0,2780250.0
2025,8,Club,Club Air Mineral 600ml,368.0,1034250.0
2025,8,Ichi Ocha,Ichi Ocha Green Tea,230.0,874000.0
2025,8,Racik,Bumbu Racik Sayur Sop,235.0,587500.0
2025,7,Chitato,Chitato Sapi Panggang,2604.0,28831075.0
2025,7,Chitato,Chitato Lite Rumput Laut,2250.0,23209450.0
2025,7,Indomilk,Indomilk Susu Kental Manis Putih,1537.0,18295000.0
2025,7,Chitato,Chitato Ayam Bumbu,1407.0,15109275.0
2025,7,Chiki,Chiki Balls Keju,2300.0,11922900.0
2025,7,Qtela,Qtela Singkong Barbeque,1313.0,10376375.0
2025,7,Qtela,Qtela Singkong Original,1062.0,8613050.0
2025,7,Indomilk,Indomilk Susu Cair Cokelat,1496.0,8363700.0
2025,7,Indomie,Indomie Goreng Spesial,2629.0,7724425.0
2025,7,Indomie,Indomie Goreng Rendang,1588.0,5004780.0
2025,7,Pop Mie,Pop Mie Rasa Ayam,843.0,3914000.0
2025,7,Pop Mie,Pop Mie Rasa Baso,812.0,3905500.0
2025,7,Indomie,Indomie Kuah Rasa Ayam Bawang,1276.0,3500880.0
2025,7,Indomie,Indomie Kari Ayam Extra Bawang,1010.0,2902685.0
2025,7,Pop Mie,Pop Mie Goreng Spesial,442.0,2047500.0
2025,7,JetZ,JetZ Chocolate,393.0,1621125.0
2025,7,Racik,Bumbu Racik Sayur Sop,562.0,1262625.0
2025,7,Ichi Ocha,Ichi Ocha Green Tea,162.0,615600.0
2025,6,Chitato,Chitato Lite Rumput Laut,3333.0,35105400.0
2025,6,Chitato,Chitato Sapi Panggang,1819.0,19817950.0
2025,6,Chitato,Chitato Ayam Bumbu,1475.0,15854475.0
2025,6,Indomilk,Indomilk Susu Kental Manis Putih,927.0,10889375.0
2025,6,Indomilk,Indomilk Susu Cair Cokelat,1733.0,9893700.0
2025,6,Pop Mie,Pop Mie Rasa Ayam,1261.0,5970500.0
2025,6,Indomie,Indomie Goreng Rendang,1875.0,5776320.0
2025,6,Indomie,Indomie Goreng Spesial,1838.0,5458635.0
2025,6,Indomie,Indomie Kuah Rasa Ayam Bawang,1824.0,5088050.0
2025,6,Pop Mie,Pop Mie Goreng Spesial,870.0,3895250.0
2025,6,Pop Mie,Pop Mie Rasa Baso,759.0,3563000.0
2025,6,Indomie,Indomie Kari Ayam Extra Bawang,1135.0,3385510.0
2025,6,Chiki,Chiki Balls Keju,639.0,3338775.0
2025,6,JetZ,JetZ Chocolate,518.0,2094300.0
2025,6,Qtela,Qtela Singkong Original,112.0,952000.0
2025,6,Qtela,Qtela Singkong Barbeque,111.0,943500.0
2025,6,Club,Club Air Mineral 600ml,297.0,801900.0
2025,5,Indomilk,Indomilk Susu Kental Manis Putih,2223.0,26141875.0
2025,5,Chitato,Chitato Lite Rumput Laut,2404.0,25253250.0
2025,5,Chitato,Chitato Ayam Bumbu,1987.0,21480275.0
2025,5,Chitato,Chitato Sapi Panggang,1817.0,19800125.0
2025,5,Indomilk,Indomilk Susu Cair Cokelat,1640.0,9248400.0
2025,5,Chiki,Chiki Balls Keju,1522.0,7667550.0
2025,5,Indomie,Indomie Goreng Spesial,2204.0,6582075.0
2025,5,Pop Mie,Pop Mie Goreng Spesial,992.0,4632000.0
2025,5,Qtela,Qtela Singkong Barbeque,564.0,4485025.0
2025,5,Indomie,Indomie Kari Ayam Extra Bawang,1488.0,4426180.0
2025,5,Qtela,Qtela Singkong Original,540.0,4084675.0
2025,5,Indomie,Indomie Goreng Rendang,1283.0,3970395.0
2025,5,Pop Mie,Pop Mie Rasa Ayam,797.0,3898500.0
2025,5,Indomie,Indomie Kuah Rasa Ayam Bawang,1262.0,3377775.0
2025,5,Pop Mie,Pop Mie Rasa Baso,718.0,3305500.0
2025,5,JetZ,JetZ Chocolate,775.0,3280500.0
2025,5,Ichi Ocha,Ichi Ocha Green Tea,137.0,548000.0
2025,5,Club,Club Air Mineral 600ml,176.0,528000.0
2025,5,Racik,Bumbu Racik Sayur Sop,200.0,450000.0
2025,4,Chitato,Chitato Sapi Panggang,1650.0,17749100.0
2025,4,Chitato,Chitato Lite Rumput Laut,1604.0,16629250.0
2025,4,Chitato,Chitato Ayam Bumbu,1181.0,13030075.0
2025,4,Indomilk,Indomilk Susu Kental Manis Putih,1045.0,11854375.0
2025,4,Indomilk,Indomilk Susu Cair Cokelat,1461.0,8377200.0
2025,4,Qtela,Qtela Singkong Original,769.0,6234750.0
2025,4,Chiki,Chiki Balls Keju,1193.0,6166875.0
2025,4,Pop Mie,Pop Mie Goreng Spesial,1167.0,5620500.0
2025,4,Pop Mie,Pop Mie Rasa Baso,1223.0,5507750.0
2025,4,Indomie,Indomie Goreng Rendang,1549.0,4801335.0
2025,4,Indomie,Indomie Kuah Rasa Ayam Bawang,1595.0,4489635.0
2025,4,Indomie,Indomie Goreng Spesial,1419.0,4145785.0
2025,4,Qtela,Qtela Singkong Barbeque,562.0,4129300.0
2025,4,Pop Mie,Pop Mie Rasa Ayam,810.0,3831500.0
2025,4,Indomie,Indomie Kari Ayam Extra Bawang,1097.0,3262440.0
2025,4,Club,Club Air Mineral 600ml,605.0,1702350.0
2025,4,JetZ,JetZ Chocolate,370.0,1581750.0
2025,4,Racik,Bumbu Racik Ayam Goreng,573.0,1289250.0
2025,4,Ichi Ocha,Ichi Ocha Green Tea,95.0,323000.0
2025,3,Chitato,Chitato Ayam Bumbu,2572.0,27447050.0
2025,3,Chitato,Chitato Lite Rumput Laut,1410.0,14367650.0
2025,3,Indomilk,Indomilk Susu Kental Manis Putih,1172.0,14136875.0
2025,3,Chitato,Chitato Sapi Panggang,1253.0,13313550.0
2025,3,Pop Mie,Pop Mie Rasa Ayam,1754.0,8220500.0
2025,3,Indomie,Indomie Goreng Spesial,2632.0,7600735.0
2025,3,Pop Mie,Pop Mie Goreng Spesial,1504.0,7023250.0
2025,3,Indomilk,Indomilk Susu Cair Cokelat,1067.0,5998800.0
2025,3,Pop Mie,Pop Mie Rasa Baso,1167.0,5707000.0
2025,3,Indomie,Indomie Goreng Rendang,1473.0,4521165.0
2025,3,Indomie,Indomie Kuah Rasa Ayam Bawang,1608.0,4286345.0
2025,3,Indomie,Indomie Kari Ayam Extra Bawang,1361.0,3976060.0
2025,3,Qtela,Qtela Singkong Barbeque,221.0,1878500.0
2025,3,Club,Club Air Mineral 600ml,593.0,1690050.0
2025,3,Qtela,Qtela Singkong Original,173.0,1470500.0
2025,3,Chiki,Chiki Balls Keju,258.0,1348050.0
2025,3,Racik,Bumbu Racik Sayur Sop,389.0,923875.0
2025,3,Ichi Ocha,Ichi Ocha Green Tea,100.0,400000.0
2025,2,Chitato,Chitato Lite Rumput Laut,2883.0,30211500.0
2025,2,Indomilk,Indomilk Susu Kental Manis Putih,2208.0,25775000.0
2025,2,Chitato,Chitato Sapi Panggang,2074.0,22406025.0
2025,2,Chitato,Chitato Ayam Bumbu,1025.0,11122225.0
2025,2,Qtela,Qtela Singkong Original,1011.0,8163825.0
2025,2,Pop Mie,Pop Mie Rasa Baso,1565.0,7116250.0
2025,2,Indomie,Indomie Goreng Spesial,2297.0,6808685.0
2025,2,Pop Mie,Pop Mie Rasa Ayam,1157.0,5515250.0
2025,2,Chiki,Chiki Balls Keju,902.0,4659325.0
2025,2,Indomilk,Indomilk Susu Cair Cokelat,747.0,4224000.0
2025,2,Indomie,Indomie Goreng Rendang,1288.0,3960000.0
2025,2,Indomie,Indomie Kari Ayam Extra Bawang,1203.0,3564225.0
2025,2,Qtela,Qtela Singkong Barbeque,404.0,3120350.0
2025,2,JetZ,JetZ Chocolate,552.0,2401200.0
2025,2,Indomie,Indomie Kuah Rasa Ayam Bawang,711.0,1965475.0
2025,2,Club,Club Air Mineral 600ml,674.0,1939650.0
2025,2,Pop Mie,Pop Mie Goreng Spesial,419.0,1875750.0
2025,2,Ichi Ocha,Ichi Ocha Green Tea,374.0,1367600.0
2025,1,Chitato,Chitato Sapi Panggang,4221.0,45542300.0
2025,1,Chitato,Chitato Ayam Bumbu,3210.0,34546575.0
2025,1,Indomilk,Indomilk Susu Kental Manis Putih,2433.0,27918750.0
2025,1,Chitato,Chitato Lite Rumput Laut,1172.0,12576300.0
2025,1,Indomie,Indomie Goreng Rendang,3851.0,11712525.0
2025,1,Qtela,Qtela Singkong Barbeque,1383.0,10836650.0
2025,1,Indomilk,Indomilk Susu Cair Cokelat,1736.0,9971100.0
2025,1,Chiki,Chiki Balls Keju,1247.0,6447375.0
2025,1,Indomie,Indomie Kari Ayam Extra Bawang,1722.0,5023395.0
2025,1,Indomie,Indomie Goreng Spesial,1440.0,4159425.0
2025,1,Pop Mie,Pop Mie Rasa Baso,892.0,4125250.0
2025,1,Pop Mie,Pop Mie Rasa Ayam,610.0,2883000.0
2025,1,Qtela,Qtela Singkong Original,278.0,2270775.0
2025,1,JetZ,JetZ Chocolate,464.0,1879200.0
2025,1,Indomie,Indomie Kuah Rasa Ayam Bawang,568.0,1521340.0
2025,1,Ichi Ocha,Ichi Ocha Green Tea,363.0,1398000.0
2025,1,Racik,Bumbu Racik Ayam Goreng,463.0,1099625.0
2025,1,Club,Club Air Mineral 600ml,250.0,712500.0
2025,1,Pop Mie,Pop Mie Goreng Spesial,112.0,560000.0
2025,1,Racik,Bumbu Racik Sayur Sop,121.0,302500.0
